FIELD,YEAR,MONTH,PRODUCTION
K06-DN,2006,APR,17322.498650995
K06-DN,2006,AUG,3164.9823558750004
K06-DN,2006,DEC,16724.064359965
K06-DN,2006,FEB,16455.780486995
K06-DN,2006,JAN,18733.903186775
K06-DN,2006,JUL,8128.076823485
K06-DN,2006,JUN,16299.13088407
K06-DN,2006,MAR,17208.70813469
K06-DN,2006,MAY,16405.378758125
K06-DN,2006,NOV,15073.639293315002
K06-DN,2006,OCT,5767.6813028550005
K06-DN,2006,SEP,14673.2136027
K06-DN,2007,APR,15460.931292180001
K06-DN,2007,AUG,14625.59895926
K06-DN,2007,DEC,14033.957265915
K06-DN,2007,FEB,8352.176636595
K06-DN,2007,JAN,16136.711951010002
K06-DN,2007,JUL,4138.04544611
K06-DN,2007,JUN,13630.640053285
K06-DN,2007,MAR,15045.7040892
K06-DN,2007,MAY,14950.659412445
K06-DN,2007,NOV,15307.914816515
K06-DN,2007,OCT,16569.8452812
K06-DN,2007,SEP,10429.115441810001
K06-DN,2008,APR,13790.054588425
K06-DN,2008,AUG,7567.3968853900005
K06-DN,2008,DEC,13538.764341189999
K06-DN,2008,FEB,13097.6980502
K06-DN,2008,JAN,15737.866523065
K06-DN,2008,JUL,14753.267937305001
K06-DN,2008,JUN,5725.681971960001
K06-DN,2008,MAR,11814.793765485001
K06-DN,2008,MAY,14815.815957485
K06-DN,2008,NOV,14312.543438775
K06-DN,2008,OCT,6675.84813212
K06-DN,2008,SEP,14547.086910385
K06-DN,2009,APR,12377.91899655
K06-DN,2009,AUG,10746.46763109
K06-DN,2009,DEC,11789.328117385001
K06-DN,2009,FEB,12973.05773312
K06-DN,2009,JAN,14339.652644445001
K06-DN,2009,JUL,7107.97085374
K06-DN,2009,JUN,9823.86850971
K06-DN,2009,MAR,13988.110660015001
K06-DN,2009,MAY,10901.02111791
K06-DN,2009,NOV,12460.19392723
K06-DN,2009,OCT,9205.09756731
K06-DN,2009,SEP,6756.06386872
K06-DN,2010,APR,10676.267257500002
K06-DN,2010,AUG,5968.74915677
K06-DN,2010,DEC,10265.45803854
K06-DN,2010,FEB,10012.531618140001
K06-DN,2010,JAN,10945.963661655001
K06-DN,2010,JUL,9761.986140895002
K06-DN,2010,JUN,8329.457987155
K06-DN,2010,MAR,8528.497239525
K06-DN,2010,MAY,10496.903224795
K06-DN,2010,NOV,8677.322537895001
K06-DN,2010,OCT,6341.197446669999
K06-DN,2010,SEP,6669.8952467750005
K06-DN,2011,APR,8945.79524065
K06-DN,2011,AUG,5276.624699845001
K06-DN,2011,DEC,5006.193019935
K06-DN,2011,FEB,7702.33739253
K06-DN,2011,JAN,10119.657181475
K06-DN,2011,JUL,7880.3332004799995
K06-DN,2011,JUN,6599.8995266950005
K06-DN,2011,MAR,7397.505989385
K06-DN,2011,MAY,7717.68851561
K06-DN,2011,NOV,6339.205767150001
K06-DN,2011,OCT,4956.717506435
K06-DN,2011,SEP,5883.200824845
K06-DN,2012,APR,3962.7723737750002
K06-DN,2012,AUG,4199.81915868
K06-DN,2012,DEC,4771.033477965
K06-DN,2012,FEB,4561.27312445
K06-DN,2012,JAN,5870.291829990001
K06-DN,2012,JUL,2763.3920391
K06-DN,2012,JUN,3805.9434353000006
K06-DN,2012,MAR,3685.1989193150002
K06-DN,2012,MAY,4645.924778625
K06-DN,2012,NOV,4330.224586235
K06-DN,2012,OCT,4554.21996276
K06-DN,2012,SEP,4973.60986033
K06-DN,2013,APR,3754.93618522
K06-DN,2013,AUG,4069.4295548500004
K06-DN,2013,DEC,3351.0651422149995
K06-DN,2013,FEB,4184.051344175001
K06-DN,2013,JAN,4699.797177845
K06-DN,2013,JUL,4342.5575975
K06-DN,2013,JUN,3165.2281510700004
K06-DN,2013,MAR,4046.0273204900004
K06-DN,2013,MAY,2533.79400901
K06-DN,2013,NOV,3238.52997476
K06-DN,2013,OCT,3757.7369845450003
K06-DN,2013,SEP,3636.01350744
K06-DN,2014,APR,2817.934309345
K06-DN,2014,AUG,3623.08657903
K06-DN,2014,DEC,3883.5978382800004
K06-DN,2014,FEB,3026.448808245
K06-DN,2014,JAN,3726.4998964799997
K06-DN,2014,JUL,3556.577353025
K06-DN,2014,JUN,3331.632553
K06-DN,2014,MAR,3584.4693056250007
K06-DN,2014,MAY,3672.3827569800005
K06-DN,2014,NOV,3489.4900336
K06-DN,2014,OCT,2029.5003325799998
K06-DN,2014,SEP,3536.732292045
K06-DN,2015,APR,2964.890298335
K06-DN,2015,AUG,2122.8160036500003
K06-DN,2015,DEC,1268.6418339150002
K06-DN,2015,FEB,3186.50789645
K06-DN,2015,JAN,3636.5462395150003
K06-DN,2015,JUL,2168.864098315
K06-DN,2015,JUN,2310.091898855
K06-DN,2015,MAR,2002.7202603900002
K06-DN,2015,MAY,1812.070747015
K06-DN,2015,NOV,2092.612732285
K06-DN,2015,OCT,2075.31951069
K06-DN,2015,SEP,983.441344005
K06-DN,2016,APR,1212.59525488
K06-DN,2016,AUG,2004.40601456
K06-DN,2016,DEC,1891.919373195
K06-DN,2016,FEB,2161.91537321
K06-DN,2016,JAN,1807.106317025
K06-DN,2016,JUL,1950.14751645
K06-DN,2016,JUN,1700.0662018049998
K06-DN,2016,MAR,1320.35904179
K06-DN,2016,MAY,1842.69176472
K06-DN,2016,NOV,2161.35837809
K06-DN,2016,OCT,1832.9243067349998
K06-DN,2016,SEP,1448.1778177649999
K06-DN,2017,APR,2297.5436849300004
K06-DN,2017,AUG,1105.573073215
K06-DN,2017,DEC,783.7185067150001
K06-DN,2017,FEB,2137.3759404800003
K06-DN,2017,JAN,1734.285534575
K06-DN,2017,JUL,758.9491025149999
K06-DN,2017,JUN,928.623740945
K06-DN,2017,MAR,1205.906038865
K06-DN,2017,MAY,941.0495847300001
K06-DN,2017,NOV,886.777372725
K06-DN,2017,OCT,985.914064765
K06-DN,2017,SEP,813.408034475
K06-DN,2018,APR,1093.1925907749999
K06-DN,2018,AUG,273.90656992000004
K06-DN,2018,DEC,1105.501338995
K06-DN,2018,FEB,443.21409793
K06-DN,2018,JAN,1152.3374551650002
K06-DN,2018,JUL,1145.0775301350002
K06-DN,2018,JUN,1071.72401561
K06-DN,2018,MAR,975.06215416
K06-DN,2018,MAY,748.8419619000001
K06-DN,2018,NOV,1031.86299742
K06-DN,2018,OCT,1264.6816830050002
K06-DN,2018,SEP,771.71462893
K06-DN,2019,APR,527.21697938
K06-DN,2019,AUG,1214.5067608600002
K06-DN,2019,DEC,1090.819032025
K06-DN,2019,FEB,103.40487813
K06-DN,2019,JAN,912.426576035
K06-DN,2019,JUL,1092.2294533800002
K06-DN,2019,JUN,469.415021785
K06-DN,2019,MAR,202.4170902
K06-DN,2019,MAY,516.308103365
K06-DN,2019,NOV,817.3059454
K06-DN,2019,OCT,1069.473881915
K06-DN,2019,SEP,1287.80858455
K06-DN,2020,APR,1034.674345895
K06-DN,2020,AUG,21.785049665
K06-DN,2020,DEC,1039.919383275
K06-DN,2020,FEB,789.780048305
K06-DN,2020,JAN,1130.4701221300002
K06-DN,2020,JUL,34.480951690000005
K06-DN,2020,JUN,1077.77922771
K06-DN,2020,MAR,1018.10268616
K06-DN,2020,MAY,825.11442623
K06-DN,2020,NOV,565.768848055
K06-DN,2020,OCT,0.0
K06-DN,2020,SEP,18.63401856
K06-DN,2021,APR,656.135
K06-DN,2021,AUG,532.636
K06-DN,2021,DEC,0.0
K06-DN,2021,FEB,5.713
K06-DN,2021,JAN,780.662
K06-DN,2021,JUL,1068.69
K06-DN,2021,JUN,915.499
K06-DN,2021,MAR,295.852
K06-DN,2021,MAY,692.118
K06-DN,2021,NOV,0.0
K06-DN,2021,OCT,0.0
K06-DN,2021,SEP,824.0060000000001
K06-G,2003,APR,5672.076466235
K06-G,2003,AUG,8074.322574745
K06-G,2003,DEC,5808.0877121
K06-G,2003,FEB,3669.78766608
K06-G,2003,JAN,7605.676585995
K06-G,2003,JUL,8569.592508265001
K06-G,2003,JUN,1020.18930803
K06-G,2003,MAR,8238.30594675
K06-G,2003,MAY,2227.5469099350003
K06-G,2003,NOV,6193.191817255
K06-G,2003,OCT,7586.527768915
K06-G,2003,SEP,6457.0281685850005
K06-G,2004,APR,5657.214823715
K06-G,2004,AUG,4522.162150825
K06-G,2004,DEC,7267.48877055
K06-G,2004,FEB,6561.56075085
K06-G,2004,JAN,5891.043062955001
K06-G,2004,JUL,6334.862682095
K06-G,2004,JUN,4316.38304652
K06-G,2004,MAR,6007.974061215
K06-G,2004,MAY,3788.02886877
K06-G,2004,NOV,7852.78304034
K06-G,2004,OCT,6274.616486445
K06-G,2004,SEP,6646.003531855001
K06-G,2005,APR,6800.375573295
K06-G,2005,AUG,5217.20028298
K06-G,2005,DEC,7882.366021685
K06-G,2005,FEB,5817.935343625
K06-G,2005,JAN,5024.29430642
K06-G,2005,JUL,3382.3243834950003
K06-G,2005,JUN,6134.016360330001
K06-G,2005,MAR,7160.8896098000005
K06-G,2005,MAY,6797.779427480001
K06-G,2005,NOV,1884.8166305
K06-G,2005,OCT,0.0
K06-G,2005,SEP,5130.879753275
K06-G,2006,APR,6062.882386965
K06-G,2006,AUG,3270.66690532
K06-G,2006,DEC,0.0
K06-G,2006,FEB,6254.410644535
K06-G,2006,JAN,6872.579230470001
K06-G,2006,JUL,3065.39943479
K06-G,2006,JUN,4970.678251545
K06-G,2006,MAR,6238.941370975001
K06-G,2006,MAY,5868.6820297
K06-G,2006,NOV,4048.48527244
K06-G,2006,OCT,2996.0809701400003
K06-G,2006,SEP,4122.625753555
K06-G,2007,APR,5490.21439481
K06-G,2007,AUG,4853.31157339
K06-G,2007,DEC,5520.242550285
K06-G,2007,FEB,6567.88813102
K06-G,2007,JAN,4898.94508646
K06-G,2007,JUL,1462.9012664200002
K06-G,2007,JUN,4826.90494111
K06-G,2007,MAR,6374.617153870001
K06-G,2007,MAY,5570.71495846
K06-G,2007,NOV,5661.387012540001
K06-G,2007,OCT,6425.600140905
K06-G,2007,SEP,3752.542583085
K06-G,2008,APR,4041.6125012149996
K06-G,2008,AUG,16121.178327635002
K06-G,2008,DEC,23435.87559935
K06-G,2008,FEB,3303.281712375
K06-G,2008,JAN,4427.32634724
K06-G,2008,JUL,29086.695528335
K06-G,2008,JUN,11369.178681015
K06-G,2008,MAR,5353.90882766
K06-G,2008,MAY,15436.55642619
K06-G,2008,NOV,20683.744777875
K06-G,2008,OCT,26259.535987315005
K06-G,2008,SEP,18449.082466264997
K06-G,2009,APR,21512.84150823
K06-G,2009,AUG,21116.907645685
K06-G,2009,DEC,20326.97779945
K06-G,2009,FEB,21019.241505155005
K06-G,2009,JAN,23683.355493605006
K06-G,2009,JUL,12644.883170854999
K06-G,2009,JUN,22174.16772173
K06-G,2009,MAR,24089.704531944997
K06-G,2009,MAY,19254.946803575
K06-G,2009,NOV,19361.351859964998
K06-G,2009,OCT,17443.424612360002
K06-G,2009,SEP,20681.312143885
K06-G,2010,APR,12539.72607891
K06-G,2010,AUG,14593.513719535
K06-G,2010,DEC,23799.390869030005
K06-G,2010,FEB,16589.081656225
K06-G,2010,JAN,19151.949122635
K06-G,2010,JUL,17617.640659865
K06-G,2010,JUN,13896.341494335
K06-G,2010,MAR,17438.305109865
K06-G,2010,MAY,18271.83248322
K06-G,2010,NOV,21536.761705855002
K06-G,2010,OCT,23321.393058805
K06-G,2010,SEP,11790.89466616
K06-G,2011,APR,21341.516982740002
K06-G,2011,AUG,13335.818738575
K06-G,2011,DEC,18820.064424314998
K06-G,2011,FEB,20988.237553305
K06-G,2011,JAN,22820.69980727
K06-G,2011,JUL,18990.051317585
K06-G,2011,JUN,20074.755007355
K06-G,2011,MAR,22523.075583405003
K06-G,2011,MAY,21358.272197685
K06-G,2011,NOV,17400.81237585
K06-G,2011,OCT,19744.47905441
K06-G,2011,SEP,15188.821242505
K06-G,2012,APR,9691.889148975
K06-G,2012,AUG,17303.9395314
K06-G,2012,DEC,15679.810330955
K06-G,2012,FEB,16091.583742225002
K06-G,2012,JAN,18252.47901263
K06-G,2012,JUL,14315.469772985001
K06-G,2012,JUN,17562.82200189
K06-G,2012,MAR,16840.773826075
K06-G,2012,MAY,18638.775171735
K06-G,2012,NOV,15339.015820545
K06-G,2012,OCT,15898.321204395
K06-G,2012,SEP,16262.350217680001
K06-G,2013,APR,14025.928307850001
K06-G,2013,AUG,14417.24269761
K06-G,2013,DEC,13696.188251724998
K06-G,2013,FEB,13673.544501250002
K06-G,2013,JAN,15170.918280040001
K06-G,2013,JUL,14264.456193415
K06-G,2013,JUN,12333.18849072
K06-G,2013,MAR,14450.149716120002
K06-G,2013,MAY,9180.280691935
K06-G,2013,NOV,13831.552834695001
K06-G,2013,OCT,14536.132673025
K06-G,2013,SEP,12155.613593855001
K06-G,2014,APR,12400.22622914
K06-G,2014,AUG,12758.609337345
K06-G,2014,DEC,11799.14199163
K06-G,2014,FEB,12192.337294835
K06-G,2014,JAN,13795.603441325002
K06-G,2014,JUL,10342.273784095001
K06-G,2014,JUN,11005.749914365
K06-G,2014,MAR,13404.135033975
K06-G,2014,MAY,13022.986860070001
K06-G,2014,NOV,11635.816886585
K06-G,2014,OCT,6857.246040945001
K06-G,2014,SEP,12490.66198226
K06-G,2015,APR,11392.77396482
K06-G,2015,AUG,11564.34112076
K06-G,2015,DEC,11477.064838065002
K06-G,2015,FEB,10817.41699433
K06-G,2015,JAN,10869.092005605002
K06-G,2015,JUL,10401.80580229
K06-G,2015,JUN,10726.743885335001
K06-G,2015,MAR,11082.406367755
K06-G,2015,MAY,11393.87529608
K06-G,2015,NOV,11361.214072765
K06-G,2015,OCT,10226.50424725
K06-G,2015,SEP,5046.269240785001
K06-G,2016,APR,10647.920636535
K06-G,2016,AUG,10489.529368945
K06-G,2016,DEC,9562.231656155
K06-G,2016,FEB,10439.9030026
K06-G,2016,JAN,10376.717813760002
K06-G,2016,JUL,8519.070519085
K06-G,2016,JUN,9965.407510175
K06-G,2016,MAR,11452.981128615002
K06-G,2016,MAY,10659.351695475001
K06-G,2016,NOV,9324.854682855
K06-G,2016,OCT,10337.050899930002
K06-G,2016,SEP,9882.037577725001
K06-G,2017,APR,8345.66253647
K06-G,2017,AUG,9339.31862242
K06-G,2017,DEC,7334.1140372049995
K06-G,2017,FEB,8503.15501648
K06-G,2017,JAN,9936.048170810001
K06-G,2017,JUL,8499.493406515001
K06-G,2017,JUN,10050.860899750001
K06-G,2017,MAR,10100.455618644999
K06-G,2017,MAY,3082.0829155150004
K06-G,2017,NOV,8852.411000105
K06-G,2017,OCT,9283.942969325
K06-G,2017,SEP,8933.67004764
K06-G,2018,APR,8743.384479940001
K06-G,2018,AUG,2086.92146586
K06-G,2018,DEC,8585.22107399
K06-G,2018,FEB,8109.193844985
K06-G,2018,JAN,9389.42708492
K06-G,2018,JUL,8382.920024440002
K06-G,2018,JUN,9033.670715065
K06-G,2018,MAR,8651.968710785
K06-G,2018,MAY,6659.405172015
K06-G,2018,NOV,8077.217261505
K06-G,2018,OCT,9616.442683090001
K06-G,2018,SEP,8642.439663590001
K06-G,2019,APR,8054.304507705001
K06-G,2019,AUG,8358.8932804
K06-G,2019,DEC,5927.359566745
K06-G,2019,FEB,7491.47676267
K06-G,2019,JAN,8328.499069419999
K06-G,2019,JUL,8259.143682745
K06-G,2019,JUN,6475.354151965
K06-G,2019,MAR,7719.364775545
K06-G,2019,MAY,7316.71110445
K06-G,2019,NOV,7782.299949530001
K06-G,2019,OCT,7920.156241730001
K06-G,2019,SEP,8173.65442606
K06-G,2020,APR,7480.340025015001
K06-G,2020,AUG,7606.24518518
K06-G,2020,DEC,7288.203081489999
K06-G,2020,FEB,6530.03567099
K06-G,2020,JAN,7625.89825163
K06-G,2020,JUL,7794.689926205001
K06-G,2020,JUN,7828.082205615
K06-G,2020,MAR,7307.65993375
K06-G,2020,MAY,6474.799266675
K06-G,2020,NOV,7258.707658089999
K06-G,2020,OCT,7086.52443179
K06-G,2020,SEP,7323.42036385
K06-G,2021,APR,6745.573
K06-G,2021,AUG,3713.1789999999996
K06-G,2021,DEC,0.0
K06-G,2021,FEB,6506.496999999999
K06-G,2021,JAN,5416.071
K06-G,2021,JUL,6722.665
K06-G,2021,JUN,6740.537
K06-G,2021,MAR,7019.957
K06-G,2021,MAY,5774.609
K06-G,2021,NOV,0.0
K06-G,2021,OCT,0.0
K06-G,2021,SEP,6937.6269999999995
K06-N,2003,APR,0.0
K06-N,2003,AUG,0.0
K06-N,2003,DEC,0.0
K06-N,2003,FEB,0.0
K06-N,2003,JAN,0.0
K06-N,2003,JUL,0.0
K06-N,2003,JUN,0.0
K06-N,2003,MAR,0.0
K06-N,2003,MAY,0.0
K06-N,2003,NOV,0.0
K06-N,2003,OCT,0.0
K06-N,2003,SEP,0.0
K06-N,2004,APR,0.0
K06-N,2004,AUG,0.0
K06-N,2004,DEC,8.339103075
K06-N,2004,FEB,0.0
K06-N,2004,JAN,0.0
K06-N,2004,JUL,0.0
K06-N,2004,JUN,0.0
K06-N,2004,MAR,0.0
K06-N,2004,MAY,0.0
K06-N,2004,NOV,0.0
K06-N,2004,OCT,0.0
K06-N,2004,SEP,0.0
K06-N,2005,APR,0.0
K06-N,2005,AUG,0.06540473
K06-N,2005,DEC,0.0
K06-N,2005,FEB,0.0
K06-N,2005,JAN,0.0
K06-N,2005,JUL,56.12886240500001
K06-N,2005,JUN,0.01265898
K06-N,2005,MAR,0.0
K06-N,2005,MAY,0.0
K06-N,2005,NOV,0.0
K06-N,2005,OCT,0.0
K06-N,2005,SEP,0.0
K06-N,2006,APR,0.11815048
K06-N,2006,AUG,0.0
K06-N,2006,DEC,0.0
K06-N,2006,FEB,0.0
K06-N,2006,JAN,0.0
K06-N,2006,JUL,0.0
K06-N,2006,JUN,0.0
K06-N,2006,MAR,0.0
K06-N,2006,MAY,2.5929810700000004
K06-N,2006,NOV,0.0
K06-N,2006,OCT,0.0
K06-N,2006,SEP,0.16667657
K06-N,2007,APR,10.58290728
K06-N,2007,AUG,0.0
K06-N,2007,DEC,16.80901561
K06-N,2007,FEB,0.0
K06-N,2007,JAN,0.0
K06-N,2007,JUL,0.0
K06-N,2007,JUN,0.0
K06-N,2007,MAR,1160.751457205
K06-N,2007,MAY,0.0
K06-N,2007,NOV,0.0
K06-N,2007,OCT,1209.51490308
K06-N,2007,SEP,0.0
K06-N,2008,APR,0.0
K06-N,2008,AUG,0.0
K06-N,2008,DEC,0.0
K06-N,2008,FEB,3913.655531375001
K06-N,2008,JAN,0.0
K06-N,2008,JUL,0.0
K06-N,2008,JUN,0.0
K06-N,2008,MAR,2346.31451521
K06-N,2008,MAY,0.0
K06-N,2008,NOV,0.0
K06-N,2008,OCT,0.0
K06-N,2008,SEP,0.0
K06-N,2009,APR,0.0
K06-N,2009,AUG,0.0
K06-N,2009,DEC,0.0
K06-N,2009,FEB,0.0
K06-N,2009,JAN,0.0
K06-N,2009,JUL,0.0
K06-N,2009,JUN,0.0
K06-N,2009,MAR,0.0
K06-N,2009,MAY,0.0
K06-N,2009,NOV,0.0
K06-N,2009,OCT,0.0
K06-N,2009,SEP,0.0
K06-N,2010,APR,0.0
K06-N,2010,AUG,0.0
K06-N,2010,DEC,0.0
K06-N,2010,FEB,0.0
K06-N,2010,JAN,0.0
K06-N,2010,JUL,0.0
K06-N,2010,JUN,0.0
K06-N,2010,MAR,0.0
K06-N,2010,MAY,0.0
K06-N,2010,NOV,0.0
K06-N,2010,OCT,0.0
K06-N,2010,SEP,0.0
K06-N,2011,APR,0.0
K06-N,2011,AUG,0.0
K06-N,2011,DEC,0.0
K06-N,2011,FEB,0.0
K06-N,2011,JAN,0.0
K06-N,2011,JUL,0.0
K06-N,2011,JUN,0.0
K06-N,2011,MAR,0.0
K06-N,2011,MAY,0.0
K06-N,2011,NOV,0.0
K06-N,2011,OCT,0.0
K06-N,2011,SEP,0.0
K06-N,2012,APR,0.0
K06-N,2012,AUG,0.0
K06-N,2012,DEC,0.0
K06-N,2012,FEB,0.0
K06-N,2012,JAN,0.0
K06-N,2012,JUL,0.0
K06-N,2012,JUN,0.0
K06-N,2012,MAR,0.0
K06-N,2012,MAY,0.0
K06-N,2012,NOV,0.0
K06-N,2012,OCT,0.0
K06-N,2012,SEP,0.0
K06-N,2013,APR,0.0
K06-N,2013,AUG,0.0
K06-N,2013,DEC,0.0
K06-N,2013,FEB,0.0
K06-N,2013,JAN,0.0
K06-N,2013,JUL,0.0
K06-N,2013,JUN,0.0
K06-N,2013,MAR,0.0
K06-N,2013,MAY,0.0
K06-N,2013,NOV,0.0
K06-N,2013,OCT,0.0
K06-N,2013,SEP,0.0
K06-N,2014,APR,0.0
K06-N,2014,AUG,0.0
K06-N,2014,DEC,0.0
K06-N,2014,FEB,0.0
K06-N,2014,JAN,0.0
K06-N,2014,JUL,0.0
K06-N,2014,JUN,0.0
K06-N,2014,MAR,0.0
K06-N,2014,MAY,0.0
K06-N,2014,NOV,0.0
K06-N,2014,OCT,0.0
K06-N,2014,SEP,0.0
K06-N,2015,APR,0.0
K06-N,2015,AUG,0.0
K06-N,2015,DEC,0.0
K06-N,2015,FEB,0.0
K06-N,2015,JAN,0.0
K06-N,2015,JUL,0.0
K06-N,2015,JUN,0.0
K06-N,2015,MAR,0.0
K06-N,2015,MAY,0.0
K06-N,2015,NOV,0.0
K06-N,2015,OCT,0.0
K06-N,2015,SEP,0.0
K06-N,2016,APR,0.0
K06-N,2016,AUG,0.0
K06-N,2016,DEC,0.0
K06-N,2016,FEB,0.0
K06-N,2016,JAN,0.0
K06-N,2016,JUL,0.0
K06-N,2016,JUN,0.0
K06-N,2016,MAR,0.0
K06-N,2016,MAY,0.0
K06-N,2016,NOV,0.0
K06-N,2016,OCT,0.0
K06-N,2016,SEP,0.0
K06-N,2017,APR,0.0
K06-N,2017,AUG,0.0
K06-N,2017,DEC,0.0
K06-N,2017,FEB,0.0
K06-N,2017,JAN,0.0
K06-N,2017,JUL,0.0
K06-N,2017,JUN,0.0
K06-N,2017,MAR,0.0
K06-N,2017,MAY,0.0
K06-N,2017,NOV,0.0
K06-N,2017,OCT,0.0
K06-N,2017,SEP,0.0
K06-N,2018,APR,0.0
K06-N,2018,AUG,0.0
K06-N,2018,DEC,0.0
K06-N,2018,FEB,0.0
K06-N,2018,JAN,0.0
K06-N,2018,JUL,0.0
K06-N,2018,JUN,0.0
K06-N,2018,MAR,0.0
K06-N,2018,MAY,0.0
K06-N,2018,NOV,0.0
K06-N,2018,OCT,0.0
K06-N,2018,SEP,0.0
K06-N,2019,APR,0.0
K06-N,2019,AUG,0.0
K06-N,2019,DEC,0.0
K06-N,2019,FEB,0.0
K06-N,2019,JAN,0.0
K06-N,2019,JUL,0.0
K06-N,2019,JUN,0.0
K06-N,2019,MAR,0.0
K06-N,2019,MAY,0.0
K06-N,2019,NOV,0.0
K06-N,2019,OCT,0.0
K06-N,2019,SEP,0.0
K06-N,2020,APR,0.0
K06-N,2020,AUG,0.0
K06-N,2020,DEC,0.0
K06-N,2020,FEB,0.0
K06-N,2020,JAN,0.0
K06-N,2020,JUL,0.0
K06-N,2020,JUN,0.0
K06-N,2020,MAR,0.0
K06-N,2020,MAY,0.0
K06-N,2020,NOV,0.0
K06-N,2020,OCT,0.0
K06-N,2020,SEP,0.0
K06-N,2021,APR,0.0
K06-N,2021,AUG,0.0
K06-N,2021,DEC,0.0
K06-N,2021,FEB,0.0
K06-N,2021,JAN,0.0
K06-N,2021,JUL,0.0
K06-N,2021,JUN,0.0
K06-N,2021,MAR,0.0
K06-N,2021,MAY,0.0
K06-N,2021,NOV,0.0
K06-N,2021,OCT,0.0
K06-N,2021,SEP,0.0
K06-T,2003,APR,0.0
K06-T,2003,AUG,7058.90253743
K06-T,2003,DEC,6585.02206045
K06-T,2003,FEB,1961.263155805
K06-T,2003,JAN,51.15704801
K06-T,2003,JUL,0.0
K06-T,2003,JUN,0.0
K06-T,2003,MAR,10778.069719745
K06-T,2003,MAY,0.0
K06-T,2003,NOV,7067.167796455
K06-T,2003,OCT,8292.521193345001
K06-T,2003,SEP,7820.6967457
K06-T,2004,APR,5429.682317195001
K06-T,2004,AUG,390.16664224
K06-T,2004,DEC,8075.21186809
K06-T,2004,FEB,6129.388448225
K06-T,2004,JAN,5679.986218905
K06-T,2004,JUL,4800.31897328
K06-T,2004,JUN,3578.49321215
K06-T,2004,MAR,5265.01325044
K06-T,2004,MAY,3361.928656885
K06-T,2004,NOV,4279.83657126
K06-T,2004,OCT,172.739166505
K06-T,2004,SEP,209.9702816
K06-T,2005,APR,6173.53558606
K06-T,2005,AUG,1031.899919445
K06-T,2005,DEC,269.074004305
K06-T,2005,FEB,4715.62195776
K06-T,2005,JAN,5096.440998185
K06-T,2005,JUL,1872.96782522
K06-T,2005,JUN,3667.747460470001
K06-T,2005,MAR,7325.91207308
K06-T,2005,MAY,5307.64025576
K06-T,2005,NOV,0.0
K06-T,2005,OCT,0.0
K06-T,2005,SEP,28.311808770000003
K06-T,2006,APR,2193.0184870700004
K06-T,2006,AUG,14.410138900000002
K06-T,2006,DEC,0.0
K06-T,2006,FEB,31.04614845
K06-T,2006,JAN,940.451447925
K06-T,2006,JUL,7.699824585000001
K06-T,2006,JUN,136.70221519000003
K06-T,2006,MAR,0.0
K06-T,2006,MAY,2010.16796029
K06-T,2006,NOV,0.0
K06-T,2006,OCT,0.0
K06-T,2006,SEP,0.0
K06-T,2007,APR,0.0
K06-T,2007,AUG,0.0
K06-T,2007,DEC,0.0
K06-T,2007,FEB,0.0
K06-T,2007,JAN,0.136084035
K06-T,2007,JUL,0.0
K06-T,2007,JUN,0.0
K06-T,2007,MAR,10.40779139
K06-T,2007,MAY,0.0
K06-T,2007,NOV,0.0
K06-T,2007,OCT,4.484443665000001
K06-T,2007,SEP,0.0
K06-T,2008,APR,0.285881965
K06-T,2008,AUG,0.0
K06-T,2008,DEC,0.0
K06-T,2008,FEB,0.0
K06-T,2008,JAN,0.16456674
K06-T,2008,JUL,0.0
K06-T,2008,JUN,0.0
K06-T,2008,MAR,0.0
K06-T,2008,MAY,0.0
K06-T,2008,NOV,0.0
K06-T,2008,OCT,0.0
K06-T,2008,SEP,0.0
K06-T,2009,APR,0.0
K06-T,2009,AUG,0.0
K06-T,2009,DEC,0.0
K06-T,2009,FEB,0.0
K06-T,2009,JAN,0.0
K06-T,2009,JUL,0.0
K06-T,2009,JUN,0.0
K06-T,2009,MAR,0.0
K06-T,2009,MAY,0.0
K06-T,2009,NOV,0.0
K06-T,2009,OCT,0.0
K06-T,2009,SEP,0.0
K06-T,2010,APR,0.0
K06-T,2010,AUG,0.0
K06-T,2010,DEC,0.0
K06-T,2010,FEB,0.0
K06-T,2010,JAN,0.0
K06-T,2010,JUL,0.0
K06-T,2010,JUN,0.0
K06-T,2010,MAR,0.0
K06-T,2010,MAY,0.0
K06-T,2010,NOV,0.0
K06-T,2010,OCT,0.0
K06-T,2010,SEP,0.0
K06-T,2011,APR,0.0
K06-T,2011,AUG,0.0
K06-T,2011,DEC,0.0
K06-T,2011,FEB,0.0
K06-T,2011,JAN,0.0
K06-T,2011,JUL,0.0
K06-T,2011,JUN,0.0
K06-T,2011,MAR,0.0
K06-T,2011,MAY,0.0
K06-T,2011,NOV,0.0
K06-T,2011,OCT,0.0
K06-T,2011,SEP,0.0
K06-T,2012,APR,0.0
K06-T,2012,AUG,0.0
K06-T,2012,DEC,0.0
K06-T,2012,FEB,0.0
K06-T,2012,JAN,0.0
K06-T,2012,JUL,0.0
K06-T,2012,JUN,0.0
K06-T,2012,MAR,0.0
K06-T,2012,MAY,0.0
K06-T,2012,NOV,0.0
K06-T,2012,OCT,0.0
K06-T,2012,SEP,0.0
K06-T,2013,APR,0.0
K06-T,2013,AUG,0.0
