WELL,YEAR,PRODUCTION,YOY_DELTA
'S-GRAVENZANDE-02,2003,968708.401115,
'S-GRAVENZANDE-02,2004,940385.565318505,-28322.83579649497
'S-GRAVENZANDE-02,2005,416512.66121393,-523872.90410457505
'S-GRAVENZANDE-02,2006,314490.00972572505,-102022.65148820495
'S-GRAVENZANDE-02,2007,490394.6828793551,175904.67315363005
'S-GRAVENZANDE-02,2008,324082.704162335,-166311.97871702007
'S-GRAVENZANDE-02,2009,258638.99610800002,-65443.708054335
'S-GRAVENZANDE-02,2010,203045.99887555,-55592.99723245003
'S-GRAVENZANDE-02,2011,118279.908576265,-84766.09029928499
'S-GRAVENZANDE-02,2012,164373.80870548,46093.900129215006
'S-GRAVENZANDE-02,2013,101129.05198017499,-63244.75672530502
'S-GRAVENZANDE-02,2014,64956.53670327001,-36172.51527690498
'S-GRAVENZANDE-02,2015,27189.858141410004,-37766.678561860004
'S-GRAVENZANDE-02,2016,58531.257256525,31341.399115114997
'S-GRAVENZANDE-02,2017,41551.77476693,-16979.482489595
'S-GRAVENZANDE-02,2018,38986.92089557499,-2564.853871355008
'S-GRAVENZANDE-02,2019,41025.147485035,2038.226589460006
'S-GRAVENZANDE-02,2020,7995.782043165,-33029.36544187
'S-GRAVENZANDE-02,2021,14506.379,6510.596956835001
'S-GRAVENZANDE-03,2005,51114.779675779995,
'S-GRAVENZANDE-03,2006,85802.355457,1149223.8950835476
'S-GRAVENZANDE-03,2007,97757.87171874,97464.86949101696
'S-GRAVENZANDE-03,2008,106779.8465912,-254113.46065938263
'S-GRAVENZANDE-03,2009,68165.27165877001,-127713.16843435005
'S-GRAVENZANDE-03,2010,117950.09784083499,-327309.9919079399
'S-GRAVENZANDE-03,2011,23830.748217404995,-115863.64686706517
'S-GRAVENZANDE-03,2012,0.0,-36877.96436519467
'S-GRAVENZANDE-03,2013,13244.693071045,-81938.88750675024
'S-GRAVENZANDE-03,2014,21420.976345285002,-136037.30332041503
'S-GRAVENZANDE-03,2015,2.1488618550000003,-21109.996897519915
'S-GRAVENZANDE-03,2016,0.0,78589.57668818004
'S-GRAVENZANDE-03,2017,0.0,53136.12551540992
'S-GRAVENZANDE-03,2018,0.0,-6169.46466907498
'S-GRAVENZANDE-03,2019,0.0,-50299.42030812497
'S-GRAVENZANDE-03,2020,0.0,
'S-GRAVENZANDE-03,2021,0.0,536505.876230165
'S-GRAVENZANDE-04,2006,162189.287558735,146641.31944956502
'S-GRAVENZANDE-04,2007,348951.9993186,7653.768051014864
'S-GRAVENZANDE-04,2008,135309.63772222502,-4780.775617989828
'S-GRAVENZANDE-04,2009,51021.863817495,-57422.08586824522
'S-GRAVENZANDE-04,2010,17682.344926305,-263110.15506745985
'S-GRAVENZANDE-04,2011,2850.6714865400004,
'S-GRAVENZANDE-04,2012,0.0,0.0
'S-GRAVENZANDE-04,2013,40.508736,0.0
'S-GRAVENZANDE-04,2014,0.0,0.0
'S-GRAVENZANDE-04,2015,0.0,0.0
'S-GRAVENZANDE-04,2016,0.0,0.0
'S-GRAVENZANDE-04,2017,19584.19948897,
'S-GRAVENZANDE-04,2018,166.848521145,44150.49140978523
'S-GRAVENZANDE-04,2019,0.0,-55965.20078207005
'S-GRAVENZANDE-04,2020,0.0,-165616.28548264992
'S-GRAVENZANDE-04,2021,4.127,33661.157200114976
'T ZANDT-01,2003,0.0,-42846.87175921479
'T ZANDT-01,2004,0.0,-44072.530026540335
'T ZANDT-01,2005,0.0,77272.23892295035
'T ZANDT-01,2006,0.0,-72217.91224139521
'T ZANDT-01,2007,0.0,-53628.969144429895
'T ZANDT-01,2008,0.0,-8797.13345410506
'T ZANDT-01,2009,0.0,-9393.448420900095
'T ZANDT-01,2010,0.0,-37623.34831572499
'T ZANDT-01,2011,230241.01238656498,-572.2481359850208
'T ZANDT-01,2012,184964.54373763505,-20471.079188449832
'T ZANDT-01,2013,0.0,-14165.107463460037
'T ZANDT-01,2014,39.36204339500001,-31977.764984799956
'T ZANDT-01,2015,0.0,35595.87236502988
'T ZANDT-02,2003,521564.74481,-95004.85821315493
'T ZANDT-02,2004,171556.67324964498,
'T ZANDT-02,2005,192004.08225532502,-14863.606771730003
'T ZANDT-02,2006,319545.24996367004,-54883.28312281502
'T ZANDT-02,2007,22.424328155,14351.787331689993
'T ZANDT-02,2008,183727.54724389,-31157.440927585005
'T ZANDT-02,2009,386305.494047835,61497.19719528503
'T ZANDT-02,2010,541926.928287745,-70487.01087413996
'T ZANDT-02,2011,414323.333874445,-2508.869532305078
'T ZANDT-02,2012,488318.430823805,28465.87066643001
'T ZANDT-02,2013,639560.63334624,-19855.906561115
'T ZANDT-02,2014,56015.732265485,-43267.76807540498
'T ZANDT-02,2015,18616.929991915,-18142.643372659964
'T ZANDT-02,2016,11887.542813715,-2561.9929418750544
'T ZANDT-02,2017,6350.3952505550005,-11488.21001503995
'T ZANDT-02,2018,0.0,-16244.33015965001
'T ZANDT-02,2019,0.0,4303.565829269937
'T ZANDT-03,2003,0.0,-31779.814404709963
'T ZANDT-03,2004,0.0,-4170.988331729997
'T ZANDT-03,2005,0.0,11865.922873084986
'T ZANDT-03,2006,0.0,
'T ZANDT-03,2007,0.0,15495.299367965
'T ZANDT-03,2008,0.0,-10662.417278465
'T ZANDT-03,2009,61291.07629852,-1948.05878475
'T ZANDT-03,2010,266289.54772318,-4890.49099765
'T ZANDT-03,2011,238155.41406697,0.0
'T ZANDT-03,2012,284457.54703278,0.0
'T ZANDT-03,2013,360559.06238703,0.0
'T ZANDT-03,2014,64168.72407144,0.0
'T ZANDT-03,2015,63332.480291960004,0.0
'T ZANDT-03,2016,9349.018565845,0.0
'T ZANDT-03,2017,104769.135349685,0.0
'T ZANDT-03,2018,13863.516759195,
'T ZANDT-03,2019,0.0,-262297.40862563497
'T ZANDT-04,2003,330036.48724,-227299.71526220487
'T ZANDT-04,2004,99093.48272160001,-196099.85198281
'T ZANDT-04,2005,115043.245801055,-75476.15963242011
'T ZANDT-04,2006,341280.14369499503,38063.1202260101
'T ZANDT-04,2007,282722.78784137,-178206.57469242509
'T ZANDT-04,2008,382890.9156382149,-10146.72841020493
'T ZANDT-04,2009,268395.82476946,-25623.64377446496
'T ZANDT-04,2010,369860.87456153997,-97843.89792716005
'T ZANDT-04,2011,254698.88436334,-36787.500129370004
'T ZANDT-04,2012,282230.03704487,-61782.08015578001
'T ZANDT-04,2013,380527.70982402505,12337.33008701
'T ZANDT-04,2014,65941.71338245,13209.555962225
'T ZANDT-04,2015,78564.50979795,-68427.7999155
'T ZANDT-04,2016,9764.91353002,-16839.33175727
'T ZANDT-04,2017,29157.91811456,0.0
'T ZANDT-04,2018,2.14147745,45465.644446050006
'T ZANDT-04,2019,0.0,23884.659553949998
'T ZANDT-05,2003,308184.97793,
'T ZANDT-05,2004,117100.224559555,115753.80700743501
'T ZANDT-05,2005,103505.48326372,-137289.70579282008
'T ZANDT-05,2006,344606.78439021506,-135162.30934824038
'T ZANDT-05,2007,276831.32070258504,60161.01864815503
'T ZANDT-05,2008,417806.34989469,-102058.58822259447
'T ZANDT-05,2009,263294.273763015,-34485.09856086524
'T ZANDT-05,2010,337199.32211306,-51857.57170015501
'T ZANDT-05,2011,293923.72551344,-18310.08264620509
'T ZANDT-05,2012,320369.61540025007,-6046.507996334869
'T ZANDT-05,2013,461846.84426251,-24533.699266975018
'T ZANDT-05,2014,47677.207283905,-28837.154330170073
'T ZANDT-05,2015,19343.19360807,7410.554233020011
'T ZANDT-05,2016,30784.242593120005,-13646.826669045025
'T ZANDT-05,2017,21177.27304673,-11768.12327096991
'T ZANDT-05,2018,31.353128715,-5207.357926030061
'T ZANDT-05,2019,0.0,-15826.247301765019
'T ZANDT-06,2003,284274.27454,-2800.88582802999
'T ZANDT-06,2004,117100.224559555,-42356.85223841
'T ZANDT-06,2005,112183.54951669001,
'T ZANDT-06,2006,339373.76565681,-84600.50556630999
'T ZANDT-06,2007,272758.41309298,-107382.488938165
'T ZANDT-06,2008,390174.5393336901,7024.330863050003
'T ZANDT-06,2009,271423.04050091,-18297.898377955004
'T ZANDT-06,2010,326753.37233767996,-37139.494672335
'T ZANDT-06,2011,302509.98462379,5249.462748425
'T ZANDT-06,2012,329613.349229435,-3882.2612609750004
'T ZANDT-06,2013,464415.76272136,11499.185350700001
'T ZANDT-06,2014,27699.712274805,-13434.014446435001
'T ZANDT-06,2015,0.0,0.0
'T ZANDT-06,2016,0.0,0.0
'T ZANDT-06,2017,0.0,0.0
'T ZANDT-06,2018,0.0,0.0
'T ZANDT-06,2019,0.0,0.0
'T ZANDT-07,2003,287887.358415,0.0
'T ZANDT-07,2004,111829.87765887499,0.0
'T ZANDT-07,2005,111398.868927495,0.0
'T ZANDT-07,2006,374283.11621848,0.0
'T ZANDT-07,2007,312090.77328971005,
'T ZANDT-07,2008,452695.326882965,35989.964345985005
'T ZANDT-07,2009,313459.24489482003,-1901.0844747149968
'T ZANDT-07,2010,405640.503625335,-30817.072602835004
'T ZANDT-07,2011,314771.619284975,-28152.262370485005
'T ZANDT-07,2012,367125.468362475,-321.0971375299996
'T ZANDT-07,2013,481490.80574114504,-2890.982953434999
'T ZANDT-07,2014,102757.93462761003,-4248.752445870001
'T ZANDT-07,2015,45422.014216565,0.0
'T ZANDT-07,2016,155184.16353309,6878.985729265
'T ZANDT-07,2017,132362.39826167,-437.5534240400002
'T ZANDT-07,2018,19360.485774750003,1245.2891805599993
'T ZANDT-07,2019,0.0,-4765.11856956
'T ZANDT-09,2003,263458.69176,-2921.602916225
'T ZANDT-09,2004,90186.82060779,6521.295
'T ZANDT-09,2005,70222.074246465,
'T ZANDT-09,2006,233504.62507528,
'T ZANDT-09,2007,201327.06551896996,698612.2696231151
'T ZANDT-09,2008,311872.65589956497,108981.28435488476
'T ZANDT-09,2009,212303.092148295,-7136.7753078148235
'T ZANDT-09,2010,276061.66632265004,-148267.90660196007
'T ZANDT-09,2011,238903.60198156998,-235033.2327773898
'T ZANDT-09,2012,282072.46861098,-76282.30457712011
'T ZANDT-09,2013,348532.55034579,-89979.05087887996
'T ZANDT-09,2014,35990.517121445,-39688.32649467004
'T ZANDT-09,2015,12460.753032179999,-62762.80509366002
'T ZANDT-09,2016,754.921437045,11974.541654280009
'T ZANDT-09,2017,44.30010051,
'T ZANDT-09,2018,0.0,46657.831315339994
'T ZANDT-09,2019,0.0,-46535.48332855499
'T ZANDT-10,2003,229315.31287,-38661.86993662501
'T ZANDT-10,2004,90186.82060779,20608.896448795003
'T ZANDT-10,2005,101782.22370072498,-23052.727306605004
'T ZANDT-10,2006,297941.942109785,5154.04885142
'T ZANDT-10,2007,246929.76874148005,-5529.691423939999
'T ZANDT-10,2008,345959.97766138,-159.29427483
'T ZANDT-10,2009,241028.76411617998,0.0
'T ZANDT-10,2010,308268.3373133,0.0
'T ZANDT-10,2011,238087.57037349002,0.0
'T ZANDT-10,2012,263009.18509409495,
'T ZANDT-10,2013,350717.69811204495,-45210.08601272505
'T ZANDT-10,2014,38984.015659665,-88011.65339234997
'T ZANDT-10,2015,23107.300169385,-73325.64472561501
'T ZANDT-10,2016,22116.815157924997,69799.57973405001
'T ZANDT-10,2017,45251.599027805,-44902.29451809002
'T ZANDT-10,2018,0.0,87314.00962014502
'T ZANDT-10,2019,0.0,-52570.87252079001
'T ZANDT-11,2003,0.0,-16870.655348365
'T ZANDT-12,2003,208492.345685,-43385.656936485015
'T ZANDT-12,2004,86944.53513563,-7365.295214774998
'T ZANDT-12,2005,105479.684952,0.0
'T ZANDT-12,2006,318628.81365572003,
'T ZANDT-12,2007,268851.669364685,74170.68333145021
'T ZANDT-12,2008,350544.43254295504,26959.346554929856
'T ZANDT-12,2009,236228.05271452002,-23410.140947924985
'T ZANDT-12,2010,296083.63654815004,108825.66962357517
'T ZANDT-12,2011,203513.02451486,-33928.675204795145
'T ZANDT-12,2012,384959.03746386,-49158.13177310012
'T ZANDT-12,2013,439217.948045625,-42528.78007451998
'T ZANDT-12,2014,102193.524510075,-100489.38633636996
'T ZANDT-12,2015,60207.098390269995,22860.532342755003
'T ZANDT-12,2016,135101.950276685,-361.79681314504705
'T ZANDT-12,2017,40368.62429953,11638.368725970038
'T ZANDT-12,2018,0.0,-36780.40477107989
'T ZANDT-12,2019,0.0,-32729.68096901005
A12-A-01,2007,2611.6660409545,-88727.82463670004
A12-A-01,2008,118689.80641617956,38793.46741812996
A12-A-01,2009,112966.52330616076,-196590.57101301997
A12-A-01,2010,120138.4673175,164388.74208222007
A12-A-01,2011,126897.916408455,-83636.63897936507
A12-A-01,2012,76903.35202609001,
A12-A-01,2013,63348.47913285001,-9908.111911779983
A12-A-01,2014,64316.80459982,49343.830570379985
A12-A-01,2015,45001.229721365,-57578.65943416269
A12-A-01,2016,36249.908060965,-36126.170834252305
A12-A-01,2017,28505.245368805005,-17743.04579032
A12-A-01,2018,33076.21843668,-8339.143161769998
A12-A-01,2019,19044.91217216,6882.894189340001
A12-A-01,2020,145.581434745,15171.41830975
A12-A-01,2021,0.0,-8247.54278249
A12-A-02,2007,0.0,-2648.007546230001
A12-A-02,2008,228549.69131586276,10127.605966000006
A12-A-02,2009,180186.67500122238,-1646.6864478900025
A12-A-02,2010,155643.70560539002,-136.52709930000128
A12-A-02,2011,150401.24854748,-3340.7755013049973
A12-A-02,2012,91598.787413265,-2198.566285055007
A12-A-02,2013,76567.934417435,2919.7631444650033
A12-A-02,2014,79165.69741713,-1690.0223560900013
A12-A-02,2015,75748.61674913,-8312.085853335002
A12-A-02,2016,55865.541907105,
A12-A-02,2017,52726.388090090004,-42904.13360033001
A12-A-02,2018,50562.944145045,-97331.7831109199
A12-A-02,2019,52852.951517215,-13916.893065225835
A12-A-02,2020,49729.800760750004,-37734.29295449918
A12-A-02,2021,24459.779,
A12-A-03,2007,0.0,151.28430523499947
A12-A-03,2008,89475.87071586843,621.0917554000025
A12-A-03,2009,129086.43661348503,-747.5507459400023
A12-A-03,2010,132803.88757357502,-1342.295999214999
A12-A-03,2011,115604.43209835001,59.747220854998886
A12-A-03,2012,70367.698932725,1492.384030840003
A12-A-03,2013,54081.36100286,1174.1372736399971
A12-A-03,2014,42176.24330524501,-363.2483761850008
A12-A-03,2015,27855.614997909997,416.3686210100004
A12-A-03,2016,22270.74729981,
A12-A-03,2017,19752.710556155,10420.400788995003
A12-A-03,2018,11751.83960303,-10360.307556020003
A12-A-03,2019,10883.194109325,-1581.6973543999993
A12-A-03,2020,14228.778968115002,-1421.1709388499999
A12-A-03,2021,8688.662,-3743.1021487500007
A12-A-04,2008,12086.15859155655,0.0
A12-A-04,2009,27586.60282818617,0.0
A12-A-04,2010,24450.53504295,0.0
A12-A-04,2011,9.991099965,0.0
A12-A-04,2012,0.01687864,0.0
A12-A-04,2013,674.2974483400001,0.0
A12-A-04,2014,20927.001847385,0.0
A12-A-04,2015,17140.22727255,
A12-A-04,2016,3358.787120015,41720.17084837999
A12-A-04,2017,2091.8542484,-12015.435433739978
A12-A-04,2018,0.0,3477.2646236650035
A12-A-04,2019,37689.559000785,-8257.987495905021
A12-A-04,2020,13504.442681665001,-17557.32694965499
A12-A-04,2021,2526.491,29882.613072110005
A12-A-05,2007,0.0,1722.2236364649798
A12-A-05,2008,320978.26134548883,-7909.446744650013
A12-A-05,2009,316735.4068312767,-15161.262643044975
A12-A-05,2010,233942.268167095,7500.235721914993
A12-A-05,2011,202757.505995925,-10091.904477654996
A12-A-05,2012,121747.88045369499,-5574.808028659991
A12-A-05,2013,89514.89038871,-7757.246773195009
A12-A-05,2014,68928.12289187,15024.418014330004
A12-A-05,2015,53051.091982005004,-6531.148606315004
A12-A-05,2016,12032.380533385001,-5205.3820702349985
A12-A-05,2017,6782.494764045001,3936.105177489997
A12-A-05,2018,2473.4381022000002,-11968.169811299998
A12-A-05,2019,22862.640062925,
A12-A-05,2020,59255.867820875006,36261.600738825
A12-A-05,2021,5672.5740000000005,-20694.851977909995
A12-A-06,2007,252.75942102601,-5773.332482510006
A12-A-06,2008,80006.9752225073,-4399.337342459992
A12-A-06,2009,155544.1617151051,-3752.5858346000095
A12-A-06,2010,86162.54036002501,-5746.891038034995
A12-A-06,2011,78649.23951583501,-1272.4511319800004
A12-A-06,2012,46786.60478939,3044.247334124997
A12-A-06,2013,46208.18434574,-12777.273082339998
A12-A-06,2014,42271.892448295,
A12-A-06,2015,33940.975513695004,26473.192141925014
A12-A-06,2016,11717.44093471,-2347.9928849749995
A12-A-06,2017,140.327958045,10140.28604429998
A12-A-06,2018,0.0,-7198.207227924999
A12-A-06,2019,0.0,-25950.964910494993
A12-A-06,2020,81.53965492500001,36769.16992633001
A12-A-06,2021,2099.3450000000003,-13931.542952970005
A12-A-07,2007,5113.541695682669,-7610.635741410006
A12-A-07,2008,307415.0986337477,-8704.14691651499
A12-A-07,2009,332560.92543679156,-4787.576654995006
A12-A-07,2010,247411.86700631,-4151.869052270005
A12-A-07,2011,198519.76897248498,-906.8608444950078
A12-A-07,2012,138125.77023675002,-4029.114923209985
A12-A-07,2013,99271.317127555,1138.8661906149937
A12-A-07,2014,75002.73698855,-10570.67448565999
A12-A-07,2015,58111.855754890006,-3564.0630298650067
A12-A-07,2016,33317.502815140004,8742.239897164989
A12-A-07,2017,14150.041167430001,-25625.20454054999
A12-A-07,2018,85.94814471000001,
A12-A-07,2019,0.0,10346.153761464957
A12-A-07,2020,0.0,-43208.13373045495
A12-A-07,2021,55750.05700000001,-14191.527809635008
A12-A-08,2017,15527.228480270001,10172.258408120004
A12-A-08,2018,89786.38331311001,1810.9715255850097
A12-A-08,2019,96133.02834084001,-17304.08616458501
A12-A-08,2020,99868.71232731003,-5097.564482659996
A12-A-08,2021,68670.312,-3071.6687946349994
A12-A-09,2017,14026.02114037,-6450.009819090003
A12-A-09,2018,44555.11671701499,-9290.643789405005
A12-A-09,2019,45961.72877395,-5353.653538229999
A12-A-09,2020,42443.825659739996,-6486.86643936
A12-A-09,2021,30272.822000000004,1301.7703845750002
A12-A-10,2021,30819.087,12747.146630954998
A18-A-01,2016,145685.0695946,3071.8987661050014
A18-A-01,2017,194696.81608772502,-4345.892183815002
A18-A-01,2018,202114.53002885001,-611.0268113849979
A18-A-01,2019,155089.532383015,-5640.688953550001
A18-A-01,2020,125644.90103043501,
A18-A-01,2021,71240.285,0.0
A18-A-02,2015,537.72182295,0.0
A18-A-02,2016,215159.892690985,0.0
A18-A-02,2017,234763.549032215,0.0
A18-A-02,2018,208423.72768391,0.0
A18-A-02,2019,185234.95537416002,0.0
A18-A-02,2020,168426.89129749002,0.0
A18-A-02,2021,97591.422,0.0
A18-A-03,2016,176198.63576752998,0.0
A18-A-03,2017,218112.342376725,0.0
A18-A-03,2018,202622.42096542998,0.0
A18-A-03,2019,161554.830030285,
A18-A-03,2020,131743.64841757002,-81070.1481256099
A18-A-03,2021,76744.17700000001,-39402.964602765045
A18-A-04,2017,36112.21000601499,-20421.139512350026
A18-A-04,2018,73604.433442155,-34574.37390748496
A18-A-04,2019,77732.57745607501,-56707.47906284002
A18-A-04,2020,79820.389270195,-37409.44636592
A18-A-04,2021,49408.887,26254.607424435002
A18-A-05,2018,4573.57343335,-28915.422693680004
A18-A-05,2019,106946.01469216999,-13203.921661209995
A18-A-05,2020,123499.99405176999,-98.77169145000153
A18-A-05,2021,71040.898,-10863.88389025
AMELAND OOST-101,2003,0.0,-7302.854795925001
AMELAND OOST-101,2004,0.0,5796.776913470003
AMELAND OOST-101,2005,0.0,8276.708017495
AMELAND OOST-101,2006,0.0,-14392.122006715002
AMELAND OOST-101,2007,1417.431265175,4381.256099359998
AMELAND OOST-101,2008,4920.48012127,9457.554550535002
AMELAND OOST-101,2009,1744.4506955150002,-11088.306244095002
AMELAND OOST-101,2010,0.0,
AMELAND OOST-101,2011,0.0,27129.196309249965
AMELAND OOST-101,2012,0.0,-85115.67647130496
AMELAND OOST-101,2013,0.0,7941.636420959956
AMELAND OOST-101,2014,0.0,136063.24473518005
AMELAND OOST-101,2015,0.0,-41985.354326165165
AMELAND OOST-101,2016,0.0,-97750.09910501988
AMELAND OOST-101,2017,0.0,-82171.22409618006
AMELAND OOST-101,2018,794.3763129600001,-65773.38059589994
AMELAND OOST-101,2019,19.09818116,-41425.984592500026
AMELAND OOST-101,2020,0.0,-78336.942479235
AMELAND OOST-101,2021,0.0,-7081.29416321998
AMELAND OOST-102,2003,61157.64221,-45450.92416213997
AMELAND OOST-102,2004,68928.18302202501,-65829.16555601502
AMELAND OOST-102,2005,57233.46601133001,69228.85595024
AMELAND OOST-102,2006,42262.845497255,-14891.389013170003
AMELAND OOST-102,2007,52370.64965379002,-21681.905350875008
AMELAND OOST-102,2008,47075.96586406002,-31315.528379654977
AMELAND OOST-102,2009,51816.32557857,-49261.14119425001
AMELAND OOST-102,2010,48561.893815100004,
AMELAND OOST-102,2011,32595.475737624998,662.5478050700001
AMELAND OOST-102,2012,25575.415170495,-435.2220618900001
AMELAND OOST-102,2013,13774.36061797,-1006.3889100000001
AMELAND OOST-102,2014,0.0,957.53368652
AMELAND OOST-102,2015,0.0,-458.2097146550002
AMELAND OOST-102,2016,0.0,-244.9755260449997
AMELAND OOST-102,2017,0.0,210.40385166499982
AMELAND OOST-102,2018,2793.1554109100007,-1338.8759647849997
AMELAND OOST-102,2019,266.52005509,-192.39539770000002
AMELAND OOST-102,2020,89.299609665,0.0
AMELAND OOST-102,2021,53.32,0.0
AMELAND OOST-103,2003,0.0,0.0
AMELAND OOST-103,2004,0.0,0.0
AMELAND OOST-103,2005,0.0,0.0
AMELAND OOST-103,2006,0.0,0.0
AMELAND OOST-103,2007,0.0,0.0
AMELAND OOST-103,2008,0.0,0.0
AMELAND OOST-104,2003,0.0,0.0
AMELAND OOST-104,2004,0.0,
AMELAND OOST-104,2005,0.0,43358.281892235
AMELAND OOST-104,2006,0.0,-36276.099490585
AMELAND OOST-104,2007,0.0,-7792.658159915001
AMELAND OOST-104,2008,0.0,-9195.225672739994
AMELAND OOST-104,2009,3748.692143335,-1485.020724140004
AMELAND OOST-104,2010,40033.852298854996,-10479.112083319998
AMELAND OOST-104,2011,15216.361908410003,1130.3899485900001
AMELAND OOST-104,2012,16655.069754220003,2215.1537685150006
AMELAND OOST-104,2013,0.0,9173.662155224996
AMELAND OOST-104,2014,0.0,3173.1969789800005
AMELAND OOST-104,2015,0.0,-9240.761851309999
AMELAND OOST-104,2016,0.0,
AMELAND OOST-104,2017,0.0,-1169.34373988
AMELAND OOST-104,2018,0.0,-0.028482705
AMELAND OOST-104,2019,0.0,3.75971706
AMELAND OOST-104,2020,0.0,-3.75971706
AMELAND OOST-104,2021,0.0,0.0
AMELAND OOST-105,2003,0.0,0.0
AMELAND OOST-105,2004,41650.26585099,0.0
AMELAND OOST-105,2005,27102.679965810003,
AMELAND OOST-105,2006,8685.90216159,-10694.008817970001
AMELAND OOST-105,2007,30518.824924205,-9301.749934525002
AMELAND OOST-105,2008,24437.21779599,0.0
AMELAND OOST-105,2009,18545.282274945002,0.0
AMELAND OOST-105,2010,24207.820199749996,
AMELAND OOST-105,2011,12911.354699855001,-265732.5863604609
AMELAND OOST-105,2012,3337.5263631049997,-103239.49910545012
AMELAND OOST-105,2013,125.704726315,9790.833846485068
AMELAND OOST-105,2014,0.0,81332.92745210987
AMELAND OOST-105,2015,18629.012988325005,-59804.0459613048
AMELAND OOST-105,2016,20953.0382045,-7535.256790085172
AMELAND OOST-105,2017,7060.443768245001,-54373.049220020126
AMELAND OOST-105,2018,20565.541552125,68917.17498400004
AMELAND OOST-105,2019,7682.314050915,-113506.09117761473
AMELAND OOST-105,2020,483.6247268350001,25557.232655554835
AMELAND OOST-105,2021,15341.278,-42648.05192916497
AMELAND OOST-106,2003,184902.336455,13171.56741816015
AMELAND OOST-106,2004,196821.13112558998,-24919.439485875337
AMELAND OOST-106,2005,206780.11525832998,-8308.854442290001
AMELAND OOST-106,2006,127792.89047073001,-31477.837601554842
AMELAND OOST-106,2007,155247.706338115,-27609.595106014982
AMELAND OOST-106,2008,113177.13597824998,28468.82442843003
AMELAND OOST-106,2009,98944.820935055,-58963.58075490508
AMELAND OOST-106,2010,33323.38080152,
AMELAND OOST-106,2011,94540.99703910001,40723.915451869994
AMELAND OOST-106,2012,126918.79001155998,-22310.81508134
AMELAND OOST-106,2013,70096.30833508,-7459.885223164994
AMELAND OOST-106,2014,71507.31094824501,-8353.497390175002
AMELAND OOST-106,2015,86705.811035875,-1736.603182830002
AMELAND OOST-106,2016,84261.15417962002,2831.856022600001
AMELAND OOST-106,2017,80218.339075305,-1297.5053632299987
AMELAND OOST-106,2018,56372.21547177501,-3106.214096140001
AMELAND OOST-106,2019,12979.514867835001,481.65942018999976
AMELAND OOST-106,2020,53784.58071099501,-1198.2399715599995
AMELAND OOST-106,2021,23681.156,1194.228129815001
AMELAND OOST-107,2003,11498.5735,-765.0401817250004
AMELAND OOST-107,2004,16918.264717230002,-1187.7224690100002
AMELAND OOST-107,2005,13471.115806984999,-672.1686298700006
AMELAND OOST-107,2006,7627.821361675001,-2930.1096082599997
AMELAND OOST-107,2007,9475.184290015,
AMELAND OOST-107,2008,4114.961796080001,3431.553046885001
AMELAND OOST-107,2009,4215.198764465,-2230.4152238200004
AMELAND OOST-107,2010,2600.826472855,-1966.2550135849988
AMELAND OOST-107,2011,6231.297456885001,-2167.282780730001
AMELAND OOST-107,2012,7476.405192065,638.8554690850015
AMELAND OOST-107,2013,6470.830676445,-1293.9334210400011
AMELAND OOST-107,2014,1099.08429105,-1268.6080766350005
AMELAND OOST-107,2015,435.8993173200001,6375.585565840001
AMELAND OOST-107,2016,6.955054594999999,-1344.3900054900005
AMELAND OOST-107,2017,2665.18367226,-1174.7427948500008
AMELAND OOST-107,2018,11294.52340138,-2136.8062863800005
AMELAND OOST-107,2019,8700.65831261,-388.19289627499984
AMELAND OOST-107,2020,7698.350868744999,-1979.808561505
AMELAND OOST-107,2021,1306.3039999999999,-1031.1815223299998
AMELAND OOST-201,2003,64725.364740000005,-1425.8199492550002
AMELAND OOST-201,2004,65082.965101275,
AMELAND OOST-201,2005,59795.315484765,-76854.54321886995
AMELAND OOST-201,2006,40835.12353625501,-89257.30862841487
AMELAND OOST-201,2007,49178.024305255014,-410035.69937150495
AMELAND OOST-201,2008,16864.138083495,-98191.01032350502
AMELAND OOST-201,2009,15269.12453705,-1987.4303223799798
AMELAND OOST-201,2010,79836.577995785,535.1203287159442
AMELAND OOST-201,2011,20255.613854615,-60349.32195672595
AMELAND OOST-201,2012,13987.726670955,-40288.65435812501
AMELAND OOST-201,2013,33025.80932340501,-11697.439746310001
AMELAND OOST-201,2014,26128.253925395,15171.657775455002
AMELAND OOST-201,2015,30397.74283542,9406.044105999998
AMELAND OOST-201,2016,30089.257206715,-19481.829482455
AMELAND OOST-201,2017,24528.268564555005,-4212.8378646950005
AMELAND OOST-201,2018,13794.69726934,19290.747453930006
AMELAND OOST-201,2019,1484.09872843,-19409.542486995004
AMELAND OOST-201,2020,111.79672695500001,4141.70672562
AMELAND OOST-201,2021,13.872,
AMELAND OOST-203,2003,11.604065,26656.60138475988
AMELAND OOST-204,2003,54938.918285,
AMELAND OOST-204,2004,21301.297293450003,-419297.2784593046
AMELAND OOST-204,2005,50699.196966445,6600.1329793845
AMELAND OOST-204,2006,66046.680589695,21549.490310245004
AMELAND OOST-204,2007,48085.30642623,90894.66118838501
AMELAND OOST-204,2008,18761.267681874997,-72668.27338845
AMELAND OOST-204,2009,28093.369630780002,-14721.280804675
AMELAND OOST-204,2010,37839.046785775,18563.12616217001
AMELAND OOST-204,2011,36459.49751825,-37788.31275868001
AMELAND OOST-204,2012,14199.159064745001,2356.9913099250007
AMELAND OOST-204,2013,35387.82624839,-3980.478067135
