FIELD,YEAR,PRODUCTION,YOY_DELTA
's-Gravenzande,2003,968708.401115,
's-Gravenzande,2004,940385.565318505,-28322.83579649497
's-Gravenzande,2005,416512.66121393,-523872.90410457505
's-Gravenzande,2006,314490.00972572505,-102022.65148820495
's-Gravenzande,2007,490394.6828793551,175904.67315363005
's-Gravenzande,2008,324082.704162335,-166311.97871702007
's-Gravenzande,2009,258638.99610800002,-65443.708054335
's-Gravenzande,2010,203045.99887555,-55592.99723245003
's-Gravenzande,2011,118279.908576265,-84766.09029928499
's-Gravenzande,2012,164373.80870548,46093.900129215006
's-Gravenzande,2013,101129.05198017499,-63244.75672530502
's-Gravenzande,2014,64956.53670327001,-36172.51527690498
's-Gravenzande,2015,27189.858141410004,-37766.678561860004
's-Gravenzande,2016,58531.257256525,31341.399115114997
's-Gravenzande,2017,41551.77476693,-16979.482489595
's-Gravenzande,2018,38986.92089557499,-2564.853871355008
's-Gravenzande,2019,41025.147485035,2038.226589460006
's-Gravenzande,2020,7995.782043165,-33029.36544187
's-Gravenzande,2021,14506.379,6510.596956835001
A12-FA,2007,7977.96715766318,
A12-FA,2008,1157201.8622412106,1149223.8950835476
A12-FA,2009,1254666.7317322276,97464.86949101696
A12-FA,2010,1000553.271072845,-254113.46065938263
A12-FA,2011,872840.1026384949,-127713.16843435005
A12-FA,2012,545530.110730555,-327309.9919079399
A12-FA,2013,429666.46386348986,-115863.64686706517
A12-FA,2014,392788.4994982952,-36877.96436519467
A12-FA,2015,310849.61199154495,-81938.88750675024
A12-FA,2016,174812.30867112993,-136037.30332041503
A12-FA,2017,153702.31177361,-21109.996897519915
A12-FA,2018,232291.88846179005,78589.57668818004
A12-FA,2019,285428.01397719997,53136.12551540992
A12-FA,2020,279258.549308125,-6169.46466907498
A12-FA,2021,228959.12900000002,-50299.42030812497
A18-FA,2015,537.72182295,
A18-FA,2016,537043.5980531151,536505.876230165
A18-FA,2017,683684.9175026801,146641.31944956502
A18-FA,2018,691338.685553695,7653.768051014864
A18-FA,2019,686557.9099357051,-4780.775617989828
A18-FA,2020,629135.8240674599,-57422.08586824522
A18-FA,2021,366025.66900000005,-263110.15506745985
Ameland-Noord,2003,0.0,
Ameland-Noord,2004,0.0,0.0
Ameland-Noord,2005,0.0,0.0
Ameland-Noord,2006,0.0,0.0
Ameland-Noord,2007,0.0,0.0
Ameland-Noord,2008,0.0,0.0
Ameland-Oost,2003,576744.1837149997,
Ameland-Oost,2004,620894.6751247849,44150.49140978523
Ameland-Oost,2005,564929.4743427149,-55965.20078207005
Ameland-Oost,2006,399313.18886006495,-165616.28548264992
Ameland-Oost,2007,432974.34606017993,33661.157200114976
Ameland-Oost,2008,390127.47430096514,-42846.87175921479
Ameland-Oost,2009,346054.9442744248,-44072.530026540335
Ameland-Oost,2010,423327.18319737515,77272.23892295035
Ameland-Oost,2011,351109.27095597994,-72217.91224139521
Ameland-Oost,2012,297480.30181155005,-53628.969144429895
Ameland-Oost,2013,288683.168357445,-8797.13345410506
Ameland-Oost,2014,279289.7199365449,-9393.448420900095
Ameland-Oost,2015,241666.3716208199,-37623.34831572499
Ameland-Oost,2016,241094.12348483488,-572.2481359850208
Ameland-Oost,2017,220623.04429638505,-20471.079188449832
Ameland-Oost,2018,206457.936832925,-14165.107463460037
Ameland-Oost,2019,174480.17184812506,-31977.764984799956
Ameland-Oost,2020,210076.04421315494,35595.87236502988
Ameland-Oost,2021,115071.186,-95004.85821315493
Ameland-Westgat,2003,275578.610195,
Ameland-Westgat,2004,260715.00342327,-14863.606771730003
Ameland-Westgat,2005,205831.720300455,-54883.28312281502
Ameland-Westgat,2006,220183.507632145,14351.787331689993
Ameland-Westgat,2007,189026.06670455998,-31157.440927585005
Ameland-Westgat,2008,250523.263899845,61497.19719528503
Ameland-Westgat,2009,180036.25302570505,-70487.01087413996
Ameland-Westgat,2010,177527.38349339998,-2508.869532305078
Ameland-Westgat,2011,205993.25415983,28465.87066643001
Ameland-Westgat,2012,186137.347598715,-19855.906561115
Ameland-Westgat,2013,142869.57952331,-43267.76807540498
Ameland-Westgat,2014,124726.93615065004,-18142.643372659964
Ameland-Westgat,2015,122164.94320877499,-2561.9929418750544
Ameland-Westgat,2016,110676.73319373504,-11488.21001503995
Ameland-Westgat,2017,94432.40303408503,-16244.33015965001
Ameland-Westgat,2018,98735.96886335497,4303.565829269937
Ameland-Westgat,2019,66956.154458645,-31779.814404709963
Ameland-Westgat,2020,62785.166126915006,-4170.988331729997
Ameland-Westgat,2021,74651.08899999999,11865.922873084986
Andel-6 (Wijk & Aalburg),2010,2005.6676929,
Andel-6 (Wijk & Aalburg),2011,17500.967060865,15495.299367965
Andel-6 (Wijk & Aalburg),2012,6838.5497824,-10662.417278465
Andel-6 (Wijk & Aalburg),2013,4890.49099765,-1948.05878475
Andel-6 (Wijk & Aalburg),2014,0.0,-4890.49099765
Andel-6 (Wijk & Aalburg),2015,0.0,0.0
Andel-6 (Wijk & Aalburg),2016,0.0,0.0
Andel-6 (Wijk & Aalburg),2017,0.0,0.0
Andel-6 (Wijk & Aalburg),2018,0.0,0.0
Andel-6 (Wijk & Aalburg),2019,0.0,0.0
Andel-6 (Wijk & Aalburg),2020,0.0,0.0
Andel-6 (Wijk & Aalburg),2021,0.0,0.0
Anjum,2003,1193220.68599,
Anjum,2004,930923.2773643649,-262297.40862563497
Anjum,2005,703623.5621021601,-227299.71526220487
Anjum,2006,507523.71011935006,-196099.85198281
Anjum,2007,432047.55048692995,-75476.15963242011
Anjum,2008,470110.67071294005,38063.1202260101
Anjum,2009,291904.09602051496,-178206.57469242509
Anjum,2010,281757.36761031003,-10146.72841020493
Anjum,2011,256133.72383584507,-25623.64377446496
Anjum,2012,158289.82590868502,-97843.89792716005
Anjum,2013,121502.32577931501,-36787.500129370004
Anjum,2014,59720.245623535004,-61782.08015578001
Anjum,2015,72057.575710545,12337.33008701
Anjum,2016,85267.13167277,13209.555962225
Anjum,2017,16839.33175727,-68427.7999155
Anjum,2018,0.0,-16839.33175727
Anjum,2019,0.0,0.0
Anjum,2020,45465.644446050006,45465.644446050006
Anjum,2021,69350.304,23884.659553949998
Annerveen,2003,485866.4212100002,
Annerveen,2004,601620.2282174352,115753.80700743501
Annerveen,2005,464330.5224246151,-137289.70579282008
Annerveen,2006,329168.2130763747,-135162.30934824038
Annerveen,2007,389329.23172452976,60161.01864815503
Annerveen,2008,287270.6435019353,-102058.58822259447
Annerveen,2009,252785.54494107005,-34485.09856086524
Annerveen,2010,200927.97324091505,-51857.57170015501
Annerveen,2011,182617.89059470996,-18310.08264620509
Annerveen,2012,176571.3825983751,-6046.507996334869
Annerveen,2013,152037.68333140007,-24533.699266975018
Annerveen,2014,123200.52900123,-28837.154330170073
Annerveen,2015,130611.08323425,7410.554233020011
Annerveen,2016,116964.25656520498,-13646.826669045025
Annerveen,2017,105196.13329423507,-11768.12327096991
Annerveen,2018,99988.77536820501,-5207.357926030061
Annerveen,2019,84162.52806643999,-15826.247301765019
Annerveen,2020,81361.64223841,-2800.88582802999
Annerveen,2021,39004.79,-42356.85223841
Appelscha,2003,240963.6843,
Appelscha,2004,156363.17873369,-84600.50556630999
Appelscha,2005,48980.689795525,-107382.488938165
Appelscha,2006,56005.020658575006,7024.330863050003
Appelscha,2007,37707.12228062,-18297.898377955004
Appelscha,2008,567.627608285,-37139.494672335
Appelscha,2009,5817.09035671,5249.462748425
Appelscha,2010,1934.829095735,-3882.2612609750004
Appelscha,2011,13434.014446435001,11499.185350700001
Appelscha,2012,0.0,-13434.014446435001
Appelscha,2013,0.0,0.0
Appelscha,2014,0.0,0.0
Appelscha,2015,0.0,0.0
Appelscha,2016,0.0,0.0
Appelscha,2017,0.0,0.0
Appelscha,2018,0.0,0.0
Appelscha,2019,0.0,0.0
Appelscha,2020,0.0,0.0
Appelscha,2021,0.0,0.0
Assen,2007,32341.287638885,
Assen,2008,68331.25198487,35989.964345985005
Assen,2009,66430.167510155,-1901.0844747149968
Assen,2010,35613.09490732,-30817.072602835004
Assen,2011,7460.832536835,-28152.262370485005
Assen,2012,7139.735399305,-321.0971375299996
Assen,2013,4248.752445870001,-2890.982953434999
Assen,2014,0.0,-4248.752445870001
Assen,2015,0.0,0.0
Assen,2016,6878.985729265,6878.985729265
Assen,2017,6441.432305225,-437.5534240400002
Assen,2018,7686.7214857849995,1245.2891805599993
Assen,2019,2921.602916225,-4765.11856956
Assen,2020,0.0,-2921.602916225
Assen,2021,6521.295,6521.295
Assen-Zuid,2017,0.0,
B13-FA,2011,13726.998099215001,
B13-FA,2012,712339.26772233,698612.2696231151
B13-FA,2013,821320.5520772148,108981.28435488476
B13-FA,2014,814183.7767694,-7136.7753078148235
B13-FA,2015,665915.8701674399,-148267.90660196007
B13-FA,2016,430882.6373900501,-235033.2327773898
B13-FA,2017,354600.33281293,-76282.30457712011
B13-FA,2018,264621.28193405,-89979.05087887996
B13-FA,2019,224932.95543938,-39688.32649467004
B13-FA,2020,162170.15034571997,-62762.80509366002
B13-FA,2021,174144.69199999998,11974.541654280009
Barendrecht,2003,41518.289655,
Barendrecht,2004,88176.12097034,46657.831315339994
Barendrecht,2005,41640.637641785004,-46535.48332855499
Barendrecht,2006,2978.76770516,-38661.86993662501
Barendrecht,2007,23587.664153955004,20608.896448795003
Barendrecht,2008,534.93684735,-23052.727306605004
Barendrecht,2009,5688.9856987699995,5154.04885142
Barendrecht,2010,159.29427483,-5529.691423939999
Barendrecht,2011,0.0,-159.29427483
Barendrecht,2013,0.0,0.0
Barendrecht,2014,0.0,0.0
Barendrecht,2015,0.0,0.0
Barendrecht-Ziedewij,2003,214528.56931500003,
Barendrecht-Ziedewij,2004,169318.48330227498,-45210.08601272505
Barendrecht-Ziedewij,2005,81306.82990992501,-88011.65339234997
Barendrecht-Ziedewij,2006,7981.18518431,-73325.64472561501
Barendrecht-Ziedewij,2007,77780.76491836002,69799.57973405001
Barendrecht-Ziedewij,2008,32878.470400269995,-44902.29451809002
Barendrecht-Ziedewij,2009,120192.48002041502,87314.00962014502
Barendrecht-Ziedewij,2010,67621.60749962501,-52570.87252079001
Barendrecht-Ziedewij,2011,50750.95215126001,-16870.655348365
Barendrecht-Ziedewij,2012,7365.295214774998,-43385.656936485015
Barendrecht-Ziedewij,2013,0.0,-7365.295214774998
Barendrecht-Ziedewij,2014,0.0,0.0
Bedum,2003,353750.97643999994,
Bedum,2004,427921.65977145015,74170.68333145021
Bedum,2005,454881.00632638,26959.346554929856
Bedum,2006,431470.865378455,-23410.140947924985
Bedum,2007,540296.5350020302,108825.66962357517
Bedum,2008,506367.85979723505,-33928.675204795145
Bedum,2009,457209.72802413494,-49158.13177310012
Bedum,2010,414680.94794961496,-42528.78007451998
Bedum,2011,314191.561613245,-100489.38633636996
Bedum,2012,337052.093956,22860.532342755003
Bedum,2013,336690.29714285495,-361.79681314504705
Bedum,2014,348328.665868825,11638.368725970038
Bedum,2015,311548.2610977451,-36780.40477107989
Bedum,2016,278818.58012873505,-32729.68096901005
Bedum,2017,190090.755492035,-88727.82463670004
Bedum,2018,228884.22291016497,38793.46741812996
Bedum,2019,32293.651897145,-196590.57101301997
Bedum,2020,196682.39397936506,164388.74208222007
Bedum,2021,113045.75499999999,-83636.63897936507
Bergen,2003,86074.125824045,
Bergen,2004,76166.01391226501,-9908.111911779983
Bergen,2005,125509.844482645,49343.830570379985
Bergen,2006,67931.18504848231,-57578.65943416269
Bergen,2007,31805.01421423,-36126.170834252305
Bergen,2008,14061.968423909999,-17743.04579032
Bergen,2009,5722.825262140001,-8339.143161769998
Bergen,2010,12605.719451480001,6882.894189340001
Bergen,2011,27777.137761230002,15171.41830975
Bergen,2012,19529.594978740002,-8247.54278249
Bergen,2013,16881.58743251,-2648.007546230001
Bergen,2014,27009.193398510008,10127.605966000006
Bergen,2015,25362.506950620005,-1646.6864478900025
Bergen,2016,25225.979851320004,-136.52709930000128
Bergen,2017,21885.204350015007,-3340.7755013049973
Bergen,2018,19686.63806496,-2198.566285055007
Bergen,2019,22606.401209425003,2919.7631444650033
Bergen,2020,20916.378853335,-1690.0223560900013
Bergen,2021,12604.293,-8312.085853335002
Bergermeer,2003,214644.57831754992,
Bergermeer,2004,171740.4447172199,-42904.13360033001
Bergermeer,2005,74408.66160630001,-97331.7831109199
Bergermeer,2006,60491.768541074176,-13916.893065225835
Bergermeer,2007,22757.475586575,-37734.29295449918
Berkel,2003,3752.738797275,
Berkel,2004,3904.0231025099993,151.28430523499947
Berkel,2005,4525.114857910002,621.0917554000025
Berkel,2006,3777.5641119699994,-747.5507459400023
Berkel,2007,2435.2681127550004,-1342.295999214999
Berkel,2008,2495.0153336099993,59.747220854998886
Berkel,2009,3987.3993644500024,1492.384030840003
Berkel,2010,5161.5366380899995,1174.1372736399971
Berkel,2011,4798.288261904999,-363.2483761850008
Berkel,2012,5214.656882914999,416.3686210100004
Blesdijke,2009,6685.877209025,
Blesdijke,2010,17106.277998020003,10420.400788995003
Blesdijke,2011,6745.970442,-10360.307556020003
Blesdijke,2012,5164.2730876000005,-1581.6973543999993
Blesdijke,2013,3743.1021487500007,-1421.1709388499999
Blesdijke,2014,0.0,-3743.1021487500007
Blesdijke,2015,0.0,0.0
Blesdijke,2016,0.0,0.0
Blesdijke,2017,0.0,0.0
Blesdijke,2018,0.0,0.0
Blesdijke,2019,0.0,0.0
Blesdijke,2020,0.0,0.0
Blesdijke,2021,0.0,0.0
Blija-Ferwerderadeel,2003,19237.429939999998,
Blija-Ferwerderadeel,2004,60957.60078837999,41720.17084837999
Blija-Ferwerderadeel,2005,48942.16535464001,-12015.435433739978
Blija-Ferwerderadeel,2006,52419.429978305016,3477.2646236650035
Blija-Ferwerderadeel,2007,44161.442482399994,-8257.987495905021
Blija-Ferwerderadeel,2008,26604.115532745003,-17557.32694965499
Blija-Ferwerderadeel,2009,56486.72860485501,29882.613072110005
Blija-Ferwerderadeel,2010,58208.95224131999,1722.2236364649798
Blija-Ferwerderadeel,2011,50299.505496669975,-7909.446744650013
Blija-Ferwerderadeel,2012,35138.242853625,-15161.262643044975
Blija-Ferwerderadeel,2013,42638.47857553999,7500.235721914993
Blija-Ferwerderadeel,2014,32546.574097884997,-10091.904477654996
Blija-Ferwerderadeel,2015,26971.766069225007,-5574.808028659991
Blija-Ferwerderadeel,2016,19214.519296029997,-7757.246773195009
Blija-Ferwerderadeel,2017,34238.93731036,15024.418014330004
Blija-Ferwerderadeel,2018,27707.788704044997,-6531.148606315004
Blija-Ferwerderadeel,2019,22502.40663381,-5205.3820702349985
Blija-Ferwerderadeel,2020,26438.511811299995,3936.105177489997
Blija-Ferwerderadeel,2021,14470.341999999997,-11968.169811299998
Blija-Zuid,2012,31532.378816885,
Blija-Zuid,2013,67793.97955571,36261.600738825
Blija-Zuid,2014,47099.127577800005,-20694.851977909995
Blija-Zuid,2015,41325.79509529,-5773.332482510006
Blija-Zuid,2016,36926.45775283001,-4399.337342459992
Blija-Zuid,2017,33173.87191823,-3752.5858346000095
Blija-Zuid,2018,27426.980880195002,-5746.891038034995
Blija-Zuid,2019,26154.529748215,-1272.4511319800004
Blija-Zuid,2020,29198.77708234,3044.247334124997
Blija-Zuid,2021,16421.504,-12777.273082339998
Blija-Zuidoost,2003,71598.135965,
Blija-Zuidoost,2004,98071.32810692501,26473.192141925014
Blija-Zuidoost,2005,95723.33522195001,-2347.9928849749995
Blija-Zuidoost,2006,105863.62126624999,10140.28604429998
Blija-Zuidoost,2007,98665.41403832499,-7198.207227924999
Blija-Zuidoost,2008,72714.44912783,-25950.964910494993
Blija-Zuidoost,2009,109483.61905416001,36769.16992633001
Blija-Zuidoost,2010,95552.07610119,-13931.542952970005
Blija-Zuidoost,2011,87941.44035978,-7610.635741410006
Blija-Zuidoost,2012,79237.293443265,-8704.14691651499
Blija-Zuidoost,2013,74449.71678827,-4787.576654995006
Blija-Zuidoost,2014,70297.847736,-4151.869052270005
Blija-Zuidoost,2015,69390.98689150499,-906.8608444950078
Blija-Zuidoost,2016,65361.871968295,-4029.114923209985
Blija-Zuidoost,2017,66500.73815891,1138.8661906149937
Blija-Zuidoost,2018,55930.063673250006,-10570.67448565999
Blija-Zuidoost,2019,52366.000643385,-3564.0630298650067
Blija-Zuidoost,2020,61108.24054054999,8742.239897164989
Blija-Zuidoost,2021,35483.036,-25625.20454054999
Blijham,2003,91541.30404,
Blijham,2004,101887.45780146496,10346.153761464957
Blijham,2005,58679.32407101001,-43208.13373045495
Blijham,2006,44487.796261375,-14191.527809635008
Blijham,2007,54660.054669495,10172.258408120004
Blijham,2008,56471.02619508001,1810.9715255850097
Blijham,2009,39166.940030495,-17304.08616458501
Blijham,2010,34069.37554783501,-5097.564482659996
Blijham,2011,30997.706753200007,-3071.6687946349994
Blijham,2012,24547.696934110005,-6450.009819090003
Blijham,2013,15257.053144705,-9290.643789405005
Blijham,2014,9903.399606475,-5353.653538229999
Blijham,2015,3416.5331671150007,-6486.86643936
Blijham,2016,4718.303551690001,1301.7703845750002
Blijham,2017,17465.450182645,12747.146630954998
Blijham,2018,20537.34894875,3071.8987661050014
Blijham,2019,16191.456764935,-4345.892183815002
Blijham,2020,15580.429953550001,-611.0268113849979
Blijham,2021,9939.741,-5640.688953550001
Boekel,2010,0.0,
Boekel,2011,0.0,0.0
Boekel,2012,0.0,0.0
Boekel,2013,0.0,0.0
Boekel,2014,0.0,0.0
Boekel,2015,0.0,0.0
Boekel,2016,0.0,0.0
Boekel,2017,0.0,0.0
Boekel,2018,0.0,0.0
Boekel,2019,0.0,0.0
Boekel,2020,0.0,0.0
Boekel,2021,0.0,0.0
Boerakker,2003,312061.79055499996,
Boerakker,2004,230991.64242939005,-81070.1481256099
Boerakker,2005,191588.677826625,-39402.964602765045
Boerakker,2006,171167.53831427498,-20421.139512350026
Boerakker,2007,136593.16440679002,-34574.37390748496
Boerakker,2008,79885.68534395,-56707.47906284002
Boerakker,2009,42476.23897803,-37409.44636592
Boerakker,2010,68730.846402465,26254.607424435002
Boerakker,2011,39815.423708785,-28915.422693680004
Boerakker,2012,26611.502047575003,-13203.921661209995
Boerakker,2013,26512.730356125,-98.77169145000153
Boerakker,2014,15648.846465875002,-10863.88389025
Boerakker,2015,8345.99166995,-7302.854795925001
Boerakker,2016,14142.768583420004,5796.776913470003
Boerakker,2017,22419.476600915004,8276.708017495
Boerakker,2018,8027.354594200002,-14392.122006715002
Boerakker,2019,12408.61069356,4381.256099359998
Boerakker,2020,21866.165244095002,9457.554550535002
Boerakker,2021,10777.859,-11088.306244095002
Botlek,2003,535114.07307,
Botlek,2004,562243.26937925,27129.196309249965
Botlek,2005,477127.59290794504,-85115.67647130496
Botlek,2006,485069.229328905,7941.636420959956
Botlek,2007,621132.474064085,136063.24473518005
Botlek,2008,579147.1197379199,-41985.354326165165
Botlek,2009,481397.0206329,-97750.09910501988
Botlek,2010,399225.79653671995,-82171.22409618006
Botlek,2011,333452.41594082,-65773.38059589994
Botlek,2012,292026.43134832,-41425.984592500026
Botlek,2013,213689.48886908498,-78336.942479235
Botlek,2014,206608.194705865,-7081.29416321998
Botlek,2015,161157.27054372503,-45450.92416213997
Botlek,2016,95328.10498771,-65829.16555601502
Botlek,2017,164556.96093795,69228.85595024
Botlek,2018,149665.57192478,-14891.389013170003
Botlek,2019,127983.666573905,-21681.905350875008
Botlek,2020,96668.13819425002,-31315.528379654977
Botlek,2021,47406.997,-49261.14119425001
Bozum,2003,1845.58223182,
Bozum,2004,2508.13003689,662.5478050700001
Bozum,2005,2072.907975,-435.2220618900001
Bozum,2006,1066.519065,-1006.3889100000001
Bozum,2007,2024.05275152,957.53368652
Bozum,2008,1565.8430368649997,-458.2097146550002
Bozum,2009,1320.86751082,-244.9755260449997
Bozum,2010,1531.2713624849998,210.40385166499982
Bozum,2011,192.39539770000002,-1338.8759647849997
Bozum,2012,0.0,-192.39539770000002
Bozum,2013,0.0,0.0
Bozum,2014,0.0,0.0
Bozum,2015,0.0,0.0
Bozum,2016,0.0,0.0
Bozum,2017,0.0,0.0
Bozum,2018,0.0,0.0
Bozum,2019,0.0,0.0
Bozum,2020,0.0,0.0
Bozum,2021,0.0,0.0
Brakel,2010,21869.834238465002,
Brakel,2011,65228.1161307,43358.281892235
Brakel,2012,28952.016640114998,-36276.099490585
Brakel,2013,21159.358480199997,-7792.658159915001
Brakel,2014,11964.132807460002,-9195.225672739994
Brakel,2015,10479.112083319998,-1485.020724140004
Brakel,2016,0.0,-10479.112083319998
Brakel,2017,1130.3899485900001,1130.3899485900001
Brakel,2018,3345.5437171050007,2215.1537685150006
Brakel,2019,12519.205872329998,9173.662155224996
Brakel,2020,15692.402851309998,3173.1969789800005
Brakel,2021,6451.641,-9240.761851309999
Burum-Oost,2014,1169.372222585,
Burum-Oost,2015,0.028482705,-1169.34373988
Burum-Oost,2016,0.0,-0.028482705
Burum-Oost,2017,3.75971706,3.75971706
Burum-Oost,2018,0.0,-3.75971706
Burum-Oost,2019,0.0,0.0
Burum-Oost,2020,0.0,0.0
Burum-Oost,2021,0.0,0.0
Castricum-Zee,2003,19995.758752495003,
Castricum-Zee,2004,9301.749934525002,-10694.008817970001
Castricum-Zee,2005,0.0,-9301.749934525002
Castricum-Zee,2006,0.0,0.0
Castricum-Zee,2007,0.0,0.0
Coevorden,2003,679375.809150001,
Coevorden,2004,413643.22278954013,-265732.5863604609
Coevorden,2005,310403.72368409,-103239.49910545012
Coevorden,2006,320194.5575305751,9790.833846485068
Coevorden,2007,401527.48498268495,81332.92745210987
Coevorden,2008,341723.43902138015,-59804.0459613048
Coevorden,2009,334188.182231295,-7535.256790085172
Coevorden,2010,279815.13301127485,-54373.049220020126
Coevorden,2011,348732.3079952749,68917.17498400004
Coevorden,2012,235226.21681766017,-113506.09117761473
Coevorden,2013,260783.449473215,25557.232655554835
Coevorden,2014,218135.39754405004,-42648.05192916497
Coevorden,2015,231306.9649622102,13171.56741816015
Coevorden,2016,206387.52547633485,-24919.439485875337
Coevorden,2017,198078.67103404485,-8308.854442290001
Coevorden,2018,166600.83343249,-31477.837601554842
Coevorden,2019,138991.23832647502,-27609.595106014982
Coevorden,2020,167460.06275490506,28468.82442843003
Coevorden,2021,108496.48199999997,-58963.58075490508
Collendoorn,2006,7544.96517283,
Collendoorn,2007,48268.880624699996,40723.915451869994
Collendoorn,2008,25958.065543359997,-22310.81508134
Collendoorn,2009,18498.180320195002,-7459.885223164994
Collendoorn,2010,10144.68293002,-8353.497390175002
Collendoorn,2011,8408.079747189999,-1736.603182830002
Collendoorn,2012,11239.93576979,2831.856022600001
Collendoorn,2013,9942.43040656,-1297.5053632299987
Collendoorn,2014,6836.21631042,-3106.214096140001
Collendoorn,2015,7317.87573061,481.65942018999976
Collendoorn,2016,6119.63575905,-1198.2399715599995
Collendoorn,2017,7313.863888865001,1194.228129815001
Collendoorn,2018,6548.823707140001,-765.0401817250004
Collendoorn,2019,5361.101238130001,-1187.7224690100002
Collendoorn,2020,4688.93260826,-672.1686298700006
Collendoorn,2021,1758.823,-2930.1096082599997
Collendoornerveen,2003,7961.443504999999,
Collendoornerveen,2004,11392.996551885,3431.553046885001
Collendoornerveen,2005,9162.581328065,-2230.4152238200004
Collendoornerveen,2006,7196.326314480001,-1966.2550135849988
Collendoornerveen,2007,5029.04353375,-2167.282780730001
Collendoornerveen,2008,5667.899002835002,638.8554690850015
Collendoornerveen,2009,4373.965581795001,-1293.9334210400011
Collendoornerveen,2010,3105.35750516,-1268.6080766350005
Collendoornerveen,2011,9480.943071000002,6375.585565840001
Collendoornerveen,2012,8136.553065510001,-1344.3900054900005
Collendoornerveen,2013,6961.81027066,-1174.7427948500008
Collendoornerveen,2014,4825.00398428,-2136.8062863800005
Collendoornerveen,2015,4436.811088005,-388.19289627499984
Collendoornerveen,2016,2457.0025265,-1979.808561505
Collendoornerveen,2017,1425.8210041700002,-1031.1815223299998
Collendoornerveen,2018,0.001054915,-1425.8199492550002
D12-A,2005,789548.6463702598,
D12-A,2006,712694.1031513899,-76854.54321886995
D12-A,2007,623436.794522975,-89257.30862841487
D12-A,2008,213401.09515147,-410035.69937150495
D12-A,2009,115210.084827965,-98191.01032350502
D12-A,2010,113222.65450558501,-1987.4303223799798
D12-A,2011,113757.77483430096,535.1203287159442
D12-A,2012,53408.45287757501,-60349.32195672595
D12-A,2013,13119.798519450002,-40288.65435812501
D12-A,2014,1422.3587731400003,-11697.439746310001
D12-A,2015,16594.016548595002,15171.657775455002
D12-A,2016,26000.060654595,9406.044105999998
D12-A,2017,6518.231172140001,-19481.829482455
D12-A,2018,2305.3933074450006,-4212.8378646950005
D12-A,2019,21596.140761375005,19290.747453930006
D12-A,2020,2186.5982743800005,-19409.542486995004
D12-A,2021,6328.305,4141.70672562
D12-B,2020,522052.1746152402,
D12-B,2021,548708.7760000001,26656.60138475988
D15a-A,2003,419528.09143500007,
D15a-A,2004,230.81297569549997,-419297.2784593046
D15a-A,2005,6830.94595508,6600.1329793845
D15a-A,2006,28380.436265325003,21549.490310245004
D15a-A,2007,119275.09745371001,90894.66118838501
D15a-A,2008,46606.82406526,-72668.27338845
D15a-A,2009,31885.543260585,-14721.280804675
D15a-A,2010,50448.66942275501,18563.12616217001
D15a-A,2011,12660.356664075,-37788.31275868001
D15a-A,2012,15017.347974,2356.9913099250007
D15a-A,2013,11036.869906865,-3980.478067135
D15a-A,2014,4994.01613609,-6042.853770775
D15a-A,2015,0.0,-4994.01613609
D15a-A,2016,21038.455726965003,21038.455726965003
D15a-A,2017,1776.25321802,-19262.202508945004
D15a-A,2018,25.275763400000002,-1750.9774546200001
D15a-A,2019,0.0,-25.275763400000002
D15a-A,2020,7.14177455,7.14177455
D15a-A,2021,0.0,-7.14177455
D15a-A104,2004,82.2961344715,
D15a-A104,2005,253567.386754,253485.09061952852
D15a-A104,2006,166282.342989925,-87285.043764075
D15a-A104,2007,120186.02816027499,-46096.314829650015
D15a-A104,2008,128414.26494334998,8228.236783074986
D15a-A104,2009,55610.509876364995,-72803.75506698497
D15a-A104,2010,8102.726161119999,-47507.783715244994
D15a-A104,2011,15.06840586,-8087.657755259999
D15a-A104,2012,52.85968082000001,37.79127496000001
D15a-A104,2013,0.0,-52.85968082000001
D15a-A104,2014,0.0,0.0
D15a-A104,2015,0.0,0.0
D15a-A104,2016,0.0,0.0
D15a-A104,2017,0.0,0.0
D15a-A104,2018,0.0,0.0
D15a-A104,2019,0.0,0.0
D15a-A104,2020,0.0,0.0
D15a-A104,2021,0.0,0.0
D18a-A,2013,5428.551448315,
D18a-A,2014,127833.37705351498,122404.82560519998
D18a-A,2015,48050.955229085004,-79782.42182442997
D18a-A,2016,39056.61596488,-8994.339264205002
D18a-A,2017,27745.922826380003,-11310.693138499999
D18a-A,2018,20556.289947575002,-7189.632878805001
D18a-A,2019,14034.26846584,-6522.021481735002
D18a-A,2020,8644.35749906,-5389.91096678
D18a-A,2021,0.0,-8644.35749906
Dalen,2003,168476.25499000007,
Dalen,2004,105018.553122795,-63457.701867205076
Dalen,2005,111979.53212043499,6960.978997639992
Dalen,2006,115617.73246667,3638.2003462350112
Dalen,2007,89146.82843537998,-26470.904031290018
Dalen,2008,114183.07549445999,25036.247059080008
Dalen,2009,98442.26048397007,-15740.815010489925
Dalen,2010,78908.48276725497,-19533.777716715093
Dalen,2011,77525.89006995498,-1382.5926972999878
Dalen,2012,45427.855280920005,-32098.03478903498
Dalen,2013,44465.56181791998,-962.2934630000236
Dalen,2014,40565.854372675,-3899.7074452449815
Dalen,2015,45574.60450657002,5008.750133895017
Dalen,2016,55635.756102145024,10061.151595575007
Dalen,2017,54001.81513728499,-1633.940964860034
Dalen,2018,13980.254708009998,-40021.56042927499
Dalen,2019,10335.418946425005,-3644.8357615849927
