FIELD,YEAR,PRODUCTION,YOY_DELTA
K15-FK,2018,62114.26866962001,-8118.709178284989
K15-FK,2019,36366.28522885001,-25747.983440770004
K15-FK,2020,49478.10753598499,13111.822307134986
K15-FK,2021,39563.382999999994,-9914.724535984999
K15-FL,2003,39812.4921,
K15-FL,2004,342244.68307202996,302432.19097202993
K15-FL,2005,120991.59184681001,-221253.09122521995
K15-FL,2006,53647.417497949995,-67344.17434886002
K15-FL,2007,35897.414543205,-17750.002954744996
K15-FL,2008,15005.22911048,-20892.185432724997
K15-FL,2009,11782.353019405002,-3222.876091074999
K15-FL,2010,12965.738732849999,1183.3857134449972
K15-FL,2011,10772.809913555002,-2192.928819294997
K15-FL,2012,7772.614774915,-3000.1951386400015
K15-FL,2013,3050.545176675,-4722.06959824
K15-FL,2014,7431.617720825001,4381.072544150001
K15-FL,2015,9577.7631697,2146.1454488749987
K15-FL,2016,6373.218336579999,-3204.5448331200005
K15-FL,2017,6197.45050911,-175.76782746999925
K15-FL,2018,11262.77256971,5065.3220605999995
K15-FL,2019,10271.822340735,-990.9502289749998
K15-FL,2020,8743.868685925,-1527.9536548100004
K15-FL,2021,7451.245,-1292.6236859249993
K15-FM,2004,49325.375887370006,
K15-FM,2005,263595.49524703,214270.11935966
K15-FM,2006,159825.28317389,-103770.21207313999
K15-FM,2007,98401.83614117,-61423.447032719996
K15-FM,2008,200380.97238562498,101979.13624445497
K15-FM,2009,193357.54558473,-7023.4268008949875
K15-FM,2010,65026.039778045,-128331.50580668499
K15-FM,2011,61823.87377825,-3202.1659997949973
K15-FM,2012,40739.56406098,-21084.30971727
K15-FM,2013,35814.49294963,-4925.07111135
K15-FM,2014,46794.37318345,10979.880233819997
K15-FM,2015,29574.408050795002,-17219.965132654997
K15-FM,2016,22663.699972565002,-6910.70807823
K15-FM,2017,22177.30081928,-486.3991532850014
K15-FM,2018,12632.336011845002,-9544.964807434999
K15-FM,2019,17711.085030565002,5078.74901872
K15-FM,2020,10626.595529810002,-7084.489500755
K15-FM,2021,0.0,-10626.595529810002
K15-FN,2006,0.0,
K15-FN,2007,0.0,0.0
K15-FN,2008,0.0,0.0
K15-FN,2009,891.2270041950001,891.2270041950001
K15-FN,2010,0.0,-891.2270041950001
K15-FN,2011,0.0,0.0
K15-FN,2012,74.708025385,74.708025385
K15-FN,2013,879.41090128,804.7028758949999
K15-FN,2014,192.66123628000003,-686.7496649999999
K15-FN,2015,1778.21957958,1585.5583433000002
K15-FN,2016,1836.3337920150002,58.11421243500013
K15-FN,2017,3.0581985850000004,-1833.2755934300003
K15-FN,2018,28.401476545,25.34327796
K15-FN,2019,201.31153928,172.910062735
K15-FN,2020,22.353648850000003,-178.95789043
K15-FN,2021,31.224999999999998,8.871351149999995
K15-FO,2007,185756.48425185998,
K15-FO,2008,482812.9897858851,297056.50553402514
K15-FO,2009,271221.128714995,-211591.8610708901
K15-FO,2010,118811.43910308002,-152409.68961191498
K15-FO,2011,58888.46518942001,-59922.97391366001
K15-FO,2012,69928.527269075,11040.062079654992
K15-FO,2013,41095.681211765,-28832.846057310002
K15-FO,2014,35259.78488535,-5835.896326414993
K15-FO,2015,5818.644246505,-29441.140638845005
K15-FO,2016,9017.649720960002,3199.0054744550016
K15-FO,2017,1766.705182355,-7250.944538605002
K15-FO,2018,3508.314991775,1741.6098094200001
K15-FO,2019,4351.238493035001,842.9235012600006
K15-FO,2020,3295.9426687200003,-1055.2958243150006
K15-FO,2021,0.0,-3295.9426687200003
K15-FP,2009,139077.61687650502,
K15-FP,2010,401330.935329715,262253.31845321
K15-FP,2011,291921.6920027151,-109409.24332699995
K15-FP,2012,144281.12330787,-147640.56869484507
K15-FP,2013,111884.79125919999,-32396.33204867001
K15-FP,2014,86308.04795072,-25576.743308479985
K15-FP,2015,52876.79365113,-33431.25429959001
K15-FP,2016,33300.602021925006,-19576.191629204994
K15-FP,2017,32429.619891495,-870.9821304300058
K15-FP,2018,28828.612683414998,-3601.007208080002
K15-FP,2019,17240.18679829,-11588.425885124998
K15-FP,2020,2145.898598765,-15094.288199525
K15-FP,2021,0.0,-2145.898598765
K17-FA,2006,278227.3118753,
K17-FA,2007,364303.123453515,86075.81157821498
K17-FA,2008,265146.55154034,-99156.571913175
K17-FA,2009,179968.93467989503,-85177.61686044498
K17-FA,2010,150612.75267549002,-29356.18200440501
K17-FA,2011,146266.53241310996,-4346.220262380055
K17-FA,2012,111440.7142408,-34825.818172309955
K17-FA,2013,92123.05168556,-19317.662555240007
K17-FA,2014,54467.484155905004,-37655.567529654996
K17-FA,2015,112631.9453571,58164.461201195
K17-FA,2016,91844.94127936503,-20787.00407773498
K17-FA,2017,76638.88905525001,-15206.052224115017
K17-FA,2018,85812.77907211501,9173.890016865
K17-FA,2019,64703.96051465,-21108.818557465005
K17-FA,2020,63097.0401426,-1606.9203720500009
K17-FA,2021,48392.8,-14704.2401426
K18-Golf,2012,44338.61123699,
K18-Golf,2013,115996.10304938,71657.49181239001
K18-Golf,2014,84891.59986632499,-31104.503183055014
K18-Golf,2015,138129.484592465,53237.88472614002
K18-Golf,2016,191613.72572838503,53484.24113592002
K18-Golf,2017,156260.87940648,-35352.84632190503
K18-Golf,2018,126930.73586901999,-29330.14353746001
K18-Golf,2019,81969.70579356,-44961.03007545999
K18-Golf,2020,56006.78764119999,-25962.918152360013
K18-Golf,2021,34421.179000000004,-21585.608641199986
Kiel-Windeweer,2003,21237.54878,
Kiel-Windeweer,2004,97027.405321225,75789.856541225
Kiel-Windeweer,2005,59108.008824645,-37919.39649658
Kiel-Windeweer,2006,48299.650385420005,-10808.358439224998
Kiel-Windeweer,2007,58014.53351665001,9714.883131230003
Kiel-Windeweer,2008,45629.537095365,-12384.99642128501
Kiel-Windeweer,2009,38472.928330635,-7156.608764730001
Kiel-Windeweer,2010,30488.20179667,-7984.726533964997
Kiel-Windeweer,2011,14947.114898044998,-15541.086898625003
Kiel-Windeweer,2012,31683.8656658,16736.750767755002
Kiel-Windeweer,2013,65980.07009185001,34296.20442605001
Kiel-Windeweer,2014,55830.898498505005,-10149.171593345003
Kiel-Windeweer,2015,45407.69796509999,-10423.200533405012
Kiel-Windeweer,2016,33950.95606451,-11456.741900589994
Kiel-Windeweer,2017,28088.740663760003,-5862.215400749996
Kiel-Windeweer,2018,24692.033569155006,-3396.707094604997
Kiel-Windeweer,2019,19681.981670150002,-5010.051899005004
Kiel-Windeweer,2020,14085.014097000001,-5596.967573150001
Kiel-Windeweer,2021,4188.75,-9896.264097000001
Kollum,2003,53936.749035,
Kollum,2004,26699.597999225003,-27237.151035774998
Kollum,2005,33635.083920975005,6935.485921750002
Kollum,2006,65915.87429444,32280.790373464995
Kollum,2007,54298.05742250001,-11617.816871939991
Kollum,2008,47174.53606674501,-7123.521355755001
Kollum,2009,38696.60512283,-8477.93094391501
Kollum,2010,39238.20059366,541.5954708300051
Kollum,2011,33832.5165378,-5405.6840558600015
Kollum,2012,24167.996103585,-9664.520434215003
Kollum,2013,38182.196921380004,14014.200817795005
Kollum,2014,50272.323501864994,12090.12658048499
Kollum,2015,41011.84922654501,-9260.474275319983
Kollum,2016,49397.210324295,8385.361097749992
Kollum,2017,37807.515376425006,-11589.694947869997
Kollum,2018,33497.880621159995,-4309.634755265011
Kollum,2019,24883.057577355,-8614.823043804994
Kollum,2020,22120.63711497001,-2762.420462384991
Kollum,2021,15513.537,-6607.10011497001
Kollum-Noord,2003,674212.0002250001,
Kollum-Noord,2004,645381.4760356051,-28830.524189395015
Kollum-Noord,2005,441789.47425435495,-203592.00178125012
Kollum-Noord,2006,388558.18380188,-53231.29045247496
Kollum-Noord,2007,331517.626931855,-57040.556870025
Kollum-Noord,2008,309012.8963203,-22504.730611554987
Kollum-Noord,2009,256870.21168818005,-52142.684632119955
Kollum-Noord,2010,213158.63981735997,-43711.57187082007
Kollum-Noord,2011,185445.45733292,-27713.18248443998
Kollum-Noord,2012,105988.11811489,-79457.33921802999
Kollum-Noord,2013,113652.16842240999,7664.050307519981
Kollum-Noord,2014,56230.68913029001,-57421.47929211998
Kollum-Noord,2015,8386.273599225,-47844.41553106501
Kollum-Noord,2016,71263.678328995,62877.404729769994
Kollum-Noord,2017,84898.55914058001,13634.880811585012
Kollum-Noord,2018,90390.589044105,5492.029903524992
Kollum-Noord,2019,97829.87916172502,7439.290117620025
Kollum-Noord,2020,74381.823513785,-23448.055647940026
Kollum-Noord,2021,47932.898,-26448.925513784998
Kollumerland,2003,98120.80889500001,
Kollumerland,2004,85629.34939700001,-12491.459497999997
Kollumerland,2005,66508.2765815,-19121.07281550001
Kollumerland,2006,47547.023388500005,-18961.253192999997
Kollumerland,2007,34349.087315,-13197.936073500008
Kollumerland,2008,19312.750871,-15036.336443999997
Kollumerland,2009,23633.6616127,4320.910741700001
Kollumerland,2010,10578.479801745,-13055.181810955002
Kollumerland,2011,11186.3819549,607.9021531550006
Kollumerland,2012,5684.836718075001,-5501.545236824999
Kollumerland,2013,3.7133008,-5681.123417275001
Kollumerland,2014,20.1910731,16.4777723
Kollumerland,2015,0.0,-20.1910731
Kollumerland,2016,0.0,0.0
Kollumerland,2017,0.0,0.0
Kommerzijl,2003,92533.97905499999,
Kommerzijl,2004,89508.69698274501,-3025.2820722549804
Kommerzijl,2005,70749.89147248001,-18758.805510264996
Kommerzijl,2006,303240.64829040994,232490.7568179299
Kommerzijl,2007,209127.54165395003,-94113.10663645991
Kommerzijl,2008,311160.99441684,102033.45276289
Kommerzijl,2009,218752.76333966997,-92408.23107717006
Kommerzijl,2010,234200.34573744002,15447.58239777005
Kommerzijl,2011,170559.35766356,-63640.98807388003
Kommerzijl,2012,129510.33217750001,-41049.02548605998
Kommerzijl,2013,183383.50781494004,53873.17563744003
Kommerzijl,2014,99111.56501961498,-84271.94279532506
Kommerzijl,2015,66711.766520255,-32399.798499359982
Kommerzijl,2016,94738.52037861501,28026.75385836001
Kommerzijl,2017,67924.05479486998,-26814.465583745026
Kommerzijl,2018,57788.72157649501,-10135.333218374974
Kommerzijl,2019,34976.631985455,-22812.089591040007
Kommerzijl,2020,22522.993300034996,-12453.638685420006
Kommerzijl,2021,3579.217,-18943.776300034995
Kotter,2003,0.8101747200000002,
Kotter,2004,568.84814494,568.03797022
Kotter,2005,0.0,-568.84814494
Kotter,2006,0.0,0.0
Kotter,2007,0.0,0.0
L01-A,2003,193294.91528117997,
L01-A,2004,170149.311148145,-23145.60413303497
L01-A,2005,161248.84455013002,-8900.466598014988
L01-A,2006,137378.61402902,-23870.230521110003
L01-A,2007,74480.7544974,-62897.85953162001
L01-A,2008,67779.63482154,-6701.119675859998
L01-A,2009,105934.87655484,38155.24173329999
L01-A,2010,83867.59071108,-22067.285843759993
L01-A,2011,66238.17825473,-17629.412456350008
L01-A,2012,62541.558825625,-3696.619429104998
L01-A,2013,56372.266107695,-6169.292717929995
L01-A,2014,46102.0852147,-10270.180892995006
L01-A,2015,43219.2767976,-2882.8084170999937
L01-A,2016,35912.012456975,-7307.264340625006
L01-A,2017,21470.922350874996,-14441.0901061
L01-A,2018,18386.98278496,-3083.939565914996
L01-A,2019,24074.938886690004,5687.956101730004
L01-A,2020,21452.370615685,-2622.568271005006
L01-A,2021,16511.202,-4941.168615684997
L02-FA,2003,107188.85823499998,
L02-FA,2004,68793.10010136,-38395.758133639974
L02-FA,2005,5238.864017420001,-63554.236083940006
L02-FA,2006,55981.546689995,50742.682672575
L02-FA,2007,276707.52853716497,220725.98184716998
L02-FA,2008,220007.24926919997,-56700.279267965
L02-FA,2009,59546.06438822501,-160461.18488097496
L02-FA,2010,3.697477075,-59542.366911150006
L02-FA,2011,64986.47097130999,64982.773494234985
L02-FA,2012,157710.01825181,92723.5472805
L02-FA,2013,121497.73373432,-36212.284517489985
L02-FA,2014,128325.395739005,6827.662004685
L02-FA,2015,99371.567809835,-28953.827929170002
L02-FA,2016,73567.905955365,-25803.661854470003
L02-FA,2017,88399.60260326002,14831.69664789502
L02-FA,2018,73067.492256305,-15332.110346955014
L02-FA,2019,52233.222711995004,-20834.269544310002
L02-FA,2020,52935.51971426501,702.2970022700028
L02-FA,2021,34447.12500000001,-18488.394714265
L02-FB,2006,77117.14742947998,
L02-FB,2007,418030.710271805,340913.562842325
L02-FB,2008,557099.836137475,139069.12586566998
L02-FB,2009,510674.82878229505,-46425.00735517993
L02-FB,2010,586398.7415319551,75723.91274966003
L02-FB,2011,525223.1552178051,-61175.586314150016
L02-FB,2012,430664.3670372301,-94558.78818057495
L02-FB,2013,344249.16293064,-86415.20410659013
L02-FB,2014,360040.996795275,15791.833864635031
L02-FB,2015,315378.15637812,-44662.84041715501
L02-FB,2016,264907.833770075,-50470.32260804501
L02-FB,2017,292555.974415275,27648.14064519998
L02-FB,2018,256486.43150135002,-36069.54291392496
L02-FB,2019,242666.72219736,-13819.709303990006
L02-FB,2020,228579.96960044006,-14086.752596919949
L02-FB,2021,143803.681,-84776.28860044005
L04-A,2003,194822.21383377496,
L04-A,2004,184856.50250808,-9965.711325694952
L04-A,2005,164831.30107793503,-20025.20143014498
L04-A,2006,134651.050068065,-30180.25100987003
L04-A,2007,132707.66455676503,-1943.3855112999736
L04-A,2008,115273.717300765,-17433.94725600003
L04-A,2009,107983.61009770002,-7290.107203064981
L04-A,2010,80675.67110068,-27307.938997020014
L04-A,2011,72586.856103665,-8088.814997014997
L04-A,2012,60570.52715691999,-12016.328946745016
L04-A,2013,57612.156233284986,-2958.370923635004
L04-A,2014,41448.78130565,-16163.374927634984
L04-A,2015,49014.58843413501,7565.807128485008
L04-A,2016,47018.147027825005,-1996.4414063100048
L04-A,2017,43366.129404919986,-3652.0176229050194
L04-A,2018,39871.02405877501,-3495.1053461449774
L04-A,2019,36461.292983579995,-3409.7310751950135
L04-A,2020,33569.2097538,-2892.0832297799934
L04-A,2021,14392.364000000001,-19176.8457538
L04-B,2003,0.0,
L04-B,2004,0.92621537,0.92621537
L04-B,2005,40.83153999,39.90532462
L04-B,2006,76761.83095918,76720.99941919
L04-B,2007,65807.31088196,-10954.520077220004
L04-B,2008,52613.7379369,-13193.572945060005
L04-B,2009,48852.156842095,-3761.5810948049984
L04-B,2010,38418.28056889,-10433.876273205002
L04-B,2011,32125.191465879994,-6293.089103010003
L04-B,2012,19620.696383225,-12504.495082654994
L04-B,2013,18359.4452838,-1261.2510994250006
L04-B,2014,16023.406695605001,-2336.0385881949987
L04-B,2015,12144.60555583,-3878.8011397750015
L04-B,2016,0.0,-12144.60555583
L04-B,2017,0.0,0.0
L04-B,2019,0.0,0.0
L04-B,2020,0.0,0.0
L04-B,2021,0.0,0.0
L04-D,2012,21748.40613756,
L04-D,2013,153497.02214986502,131748.61601230502
L04-D,2014,51398.11507597002,-102098.90707389501
L04-D,2015,14236.013575185,-37162.10150078502
L04-D,2016,15645.384234845,1409.3706596600005
L04-D,2017,2452.467446915,-13192.91678793
L04-D,2018,1489.2952397200002,-963.1722071949998
L04-D,2019,64.815032515,-1424.4802072050002
L04-D,2020,0.024263045,-64.79076947
L04-D,2021,0.019,-0.005263045000000001
L04-F,2003,140122.55343552,
L04-F,2004,119649.67561699501,-20472.877818524998
L04-F,2005,122127.77116892001,2478.0955519249983
L04-F,2006,88041.32076689502,-34086.45040202499
L04-F,2007,47021.727409335,-41019.59335756002
L04-F,2008,49557.39811213,2535.6707027950033
L04-F,2009,66654.535271675,17097.137159545004
L04-F,2010,43391.00746536499,-23263.527806310012
L04-F,2011,44194.3558304,803.3483650350099
L04-F,2012,35679.209595115,-8515.146235285007
L04-F,2013,12579.607140485,-23099.602454629996
L04-F,2014,30393.120197890003,17813.513057405
L04-F,2015,22808.94383451,-7584.176363380004
L04-F,2016,14504.688821620002,-8304.255012889997
L04-F,2017,9746.00945322,-4758.679368400002
L04-F,2018,2503.4124570100003,-7242.59699621
L04-F,2019,14823.559033585001,12320.146576575
L04-F,2020,13149.274954380004,-1674.2840792049974
L04-F,2021,8699.952000000001,-4449.322954380003
L04-I,2003,94150.47172576001,
L04-I,2004,110536.332446555,16385.860720794983
L04-I,2005,109400.859917495,-1135.472529059989
L04-I,2006,79584.61787752502,-29816.24203996999
L04-I,2007,29126.208424575,-50458.409452950014
L04-I,2008,53036.014081910005,23909.805657335004
L04-I,2009,70833.03565312001,17797.021571210003
L04-I,2010,56138.316553230005,-14694.719099890004
L04-I,2011,50087.449648115,-6050.866905115006
L04-I,2012,41681.140048295,-8406.30959982
L04-I,2013,18271.299751145,-23409.840297149996
L04-I,2014,25233.788332150005,6962.488581005004
L04-I,2015,33888.68654189,8654.898209739993
L04-I,2016,29667.369270425002,-4221.317271464995
L04-I,2017,24352.955405449997,-5314.413864975006
L04-I,2018,13975.93799583,-10377.017409619997
L04-I,2019,22402.52306195,8426.58506612
L04-I,2020,18289.19638412,-4113.3266778299985
L04-I,2021,10132.940999999999,-8156.255384120002
L05-B,2005,131161.51045346,
L05-B,2006,416222.00048398005,285060.49003052
L05-B,2007,228106.42880609,-188115.57167789005
L05-B,2008,137089.585252575,-91016.843553515
L05-B,2009,155076.31113332,17986.725880745013
L05-B,2010,106895.00744209,-48181.30369123
L05-B,2011,115494.94879999002,8599.94135790001
L05-B,2012,90164.879430705,-25330.06936928502
L05-B,2013,86343.50786353,-3821.371567174996
L05-B,2014,80973.17717406499,-5370.330689465016
L05-B,2015,79731.64876548,-1241.5284085849853
L05-B,2016,65457.60444963002,-14274.044315849984
L05-B,2017,60139.580665525005,-5318.023784105011
L05-B,2018,66622.80026373001,6483.219598205003
L05-B,2019,61522.880155875,-5099.92010785501
L05-B,2020,45984.815588724996,-15538.064567150002
L05-B,2021,13381.041,-32603.774588725
L05-C,2008,381447.59992368496,
L05-C,2009,286763.47096247005,-94684.12896121491
L05-C,2010,128722.900369985,-158040.57059248505
L05-C,2011,228829.567764015,100106.66739403
L05-C,2012,219250.92163046004,-9578.646133554954
L05-C,2013,88254.26168913502,-130996.65994132502
L05-C,2014,55479.234143935,-32775.02754520002
L05-C,2015,70725.98920841,15246.755064475
L05-C,2016,62047.69509379999,-8678.294114610006
L05-C,2017,25598.397548685,-36449.297545115
L05-C,2018,31936.043096549995,6337.645547864995
L05-C,2019,15580.165169885,-16355.877926664994
L05-C,2020,2499.3120024049995,-13080.85316748
L05-C,2021,2359.673,-139.6390024049997
L05a-A,2003,572058.251285,
L05a-A,2004,739593.7088149552,167535.4575299552
L05a-A,2005,543942.362383715,-195651.3464312402
L05a-A,2006,426587.71975395014,-117354.64262976486
L05a-A,2007,390066.9411684351,-36520.77858551504
L05a-A,2008,313615.6022862901,-76451.338882145
L05a-A,2009,271947.1855678099,-41668.41671848018
L05a-A,2010,253614.89590593998,-18332.28966186993
L05a-A,2011,207212.33292229995,-46402.56298364003
L05a-A,2012,170768.314171845,-36444.01875045494
L05a-A,2013,61408.403944820006,-109359.910227025
L05a-A,2014,130936.85575506,69528.45181023999
L05a-A,2015,112472.59411686001,-18464.261638199983
L05a-A,2016,50228.671119164996,-62243.922997695016
L05a-A,2017,121299.91501860502,71071.24389944003
L05a-A,2018,136214.887711515,14914.972692909985
L05a-A,2019,118248.11027342002,-17966.777438094985
L05a-A,2020,64075.057113675,-54173.053159745024
L05a-A,2021,42347.945,-21727.112113675
L05a-D,2015,0.0,
L05a-D,2017,241.361387255,241.361387255
L05a-D,2018,236514.83135727004,236273.46997001505
L05a-D,2019,139540.64333305001,-96974.18802422003
L05a-D,2020,324154.691561935,184614.048228885
L05a-D,2021,333983.179,9828.487438065
L06-B,2015,58034.34482035001,
L06-B,2016,114802.11016560999,56767.765345259984
L06-B,2017,281085.84036876005,166283.73020315007
L06-B,2018,199503.16706497502,-81582.67330378504
L06-B,2019,115630.30705347001,-83872.860011505
L06-B,2020,61965.025624910006,-53665.28142856
L06-B,2021,29684.637000000002,-32280.388624910003
L07-A,2003,0.0,
L07-A,2004,2.98962911,2.98962911
L07-A,2005,0.0,-2.98962911
L07-A,2006,0.0,0.0
L07-A,2007,0.0,0.0
L07-A,2008,0.0,0.0
L07-A,2009,0.0,0.0
L07-A,2010,0.0,0.0
L07-A,2011,0.0,0.0
L07-A,2012,0.0,0.0
L07-A,2013,0.0,0.0
L07-A,2014,0.0,0.0
L07-A,2015,0.0,0.0
L07-A,2016,0.0,0.0
L07-A,2017,0.0,0.0
L07-A,2019,0.0,0.0
L07-A,2020,0.0,0.0
L07-A,2021,0.0,0.0
L07-B,2003,121.70132389,
L07-B,2004,86.643333695,-35.057990195
L07-B,2005,0.0,-86.643333695
L07-B,2006,0.0,0.0
L07-B,2007,0.0,0.0
L07-B,2008,2.6109146250000004,2.6109146250000004
L07-B,2009,174.77409753999999,172.163182915
L07-B,2010,3.503372715,-171.27072482499997
L07-B,2011,0.0,-3.503372715
L07-B,2012,0.0,0.0
L07-B,2013,0.0,0.0
L07-B,2014,0.0,0.0
L07-B,2015,0.0,0.0
L07-B,2016,0.0,0.0
L07-B,2017,0.0,0.0
L07-B,2018,0.0,0.0
L07-B,2019,0.0,0.0
L07-B,2020,0.0,0.0
L07-B,2021,0.0,0.0
L07-C,2003,24009.523607539995,
L07-C,2004,33554.414570925,9544.890963385005
L07-C,2005,40524.014333945,6969.59976302
L07-C,2006,45952.324206724996,5428.309872779995
L07-C,2007,47564.817694720005,1612.4934879950088
L07-C,2008,42571.787904155004,-4993.029790565
L07-C,2009,42129.263720635005,-442.5241835199995
L07-C,2010,34043.570217105,-8085.693503530005
L07-C,2011,24622.683457055,-9420.886760049998
L07-C,2012,27768.112963404998,3145.429506349996
L07-C,2013,1405.926362185,-26362.186601219997
L07-C,2014,21274.46869517,19868.542332985
L07-C,2015,37598.691787430005,16324.223092260007
L07-C,2016,33339.488298655,-4259.203488775005
L07-C,2017,8784.39324565,-24555.095053005
L07-C,2018,0.0,-8784.39324565
L07-C,2019,0.0,0.0
L07-C,2020,0.0,0.0
L07-C,2021,0.0,0.0
L07-G,2003,181252.08054014505,
L07-G,2004,123218.480489785,-58033.60005036005
L07-G,2005,71411.906545475,-51806.57394431
L07-G,2006,52420.653679705,-18991.252865769995
L07-G,2007,25102.505215314995,-27318.148464390004
L07-G,2008,16829.5653542,-8272.939861114995
L07-G,2009,7471.415444115,-9358.149910085
L07-G,2010,2018.2844763,-5453.130967815
L07-G,2011,15071.656053114999,13053.371576815
L07-G,2012,10102.749003855002,-4968.907049259997
L07-G,2013,10548.14150126,445.3924974049969
L07-G,2014,6438.78341366,-4109.358087599999
L07-G,2015,4849.54763667,-1589.23577699
L07-G,2016,2366.04142571,-2483.5062109600003
L07-G,2017,345.86654173,-2020.1748839800002
L07-G,2018,1.76381788,-344.10272385
L07-G,2019,0.0,-1.76381788
L07-G,2020,0.0,0.0
L07-G,2021,0.0,0.0
L07-H,2003,3122.1222143400005,
L07-H,2004,12903.98400875,9781.861794409999
L07-H,2005,337.58545898,-12566.39854977
L07-H,2006,770.538398705,432.95293972499996
L07-H,2007,2765.8120141100007,1995.2736154050008
L07-H,2008,10773.388006975001,8007.575992865
L07-H,2009,2039.7266785900001,-8733.661328385002
L07-H,2010,0.0,-2039.7266785900001
L07-H,2011,15906.690900005002,15906.690900005002
L07-H,2012,16629.46063768,722.7697376749984
L07-H,2013,13.575701135,-16615.884936545
L07-H,2014,0.0,-13.575701135
L07-H,2015,4759.124542530001,4759.124542530001
L07-H,2016,7132.33517058,2373.2106280499984
L07-H,2017,138.543041865,-6993.792128714999
L07-H,2018,0.0,-138.543041865
L07-H,2019,0.0,0.0
L07-H,2020,0.0,0.0
L07-H,2021,0.0,0.0
L07-H South-East,2003,32367.551857640003,
L07-H South-East,2004,33322.767895905,955.216038265
L07-H South-East,2005,42281.67573000501,8958.907834100006
L07-H South-East,2006,30984.22071984,-11297.45501016501
L07-H South-East,2007,17180.53979436,-13803.68092548
L07-H South-East,2008,34963.129073455006,17782.589279095006
L07-H South-East,2009,18734.570947969998,-16228.558125485008
L07-H South-East,2010,23094.411217915,4359.840269945002
L07-H South-East,2011,15982.412698704999,-7111.998519210001
L07-H South-East,2012,18982.27975878,2999.867060075003
L07-H South-East,2013,9859.83689155,-9122.442867230002
L07-H South-East,2014,9545.372004625,-314.4648869249995
L07-H South-East,2015,6542.87187671,-3002.500127915
L07-H South-East,2016,0.0,-6542.87187671
L07-H South-East,2017,0.0,0.0
L07-H South-East,2018,0.0,0.0
L07-H South-East,2019,0.0,0.0
L07-H South-East,2020,0.0,0.0
L07-H South-East,2021,0.0,0.0
L07-N,2003,1968.845884825,
L07-N,2004,2.319758085,-1966.5261267399999
L07-N,2005,36.102356045,33.782597960000004
L07-N,2006,180.21956876999997,144.11721272499997
L07-N,2007,1828.9135199050002,1648.6939511350001
L07-N,2008,18491.637737364996,16662.724217459996
L07-N,2009,7014.097132635,-11477.540604729995
L07-N,2010,6437.788628815,-576.3085038199997
L07-N,2011,5895.84820078,-541.940428035
L07-N,2012,5802.601099185,-93.24710159500046
L07-N,2013,6093.8420323850005,291.24093320000065
L07-N,2014,5214.490206345,-879.3518260400006
L07-N,2015,2180.84898763,-3033.641218715
L07-N,2016,0.0,-2180.84898763
L07-N,2017,0.0,0.0
L07-N,2018,0.0,0.0
L07-N,2019,0.0,0.0
L07-N,2020,0.0,0.0
L07-N,2021,0.0,0.0
L08-A,2003,24230.934442315,
L08-A,2004,43522.70305396501,19291.768611650008
L08-A,2005,36098.105792465,-7424.597261500006
L08-A,2006,36684.67334466001,586.5675521950106
L08-A,2007,13368.65296795,-23316.02037671001
L08-A,2008,30507.155454474996,17138.502486524994
L08-A,2009,32179.634574115,1672.4791196400038
L08-A,2010,31843.8329764,-335.80159771499893
L08-A,2011,27812.112244353608,-4031.720732046393
L08-A,2012,24591.295516145005,-3220.8167282086033
L08-A,2013,20874.019796424996,-3717.275719720008
L08-A,2014,21026.653337945,152.63354152000466
L08-A,2015,17575.2003745,-3451.452963445001
L08-D,2013,98005.52883871499,
L08-D,2014,63287.45862959001,-34718.070209124984
L08-D,2015,93485.46491382501,30198.006284235
L08-D,2016,60281.75050516001,-33203.714408665
L08-D,2017,94805.06441681499,34523.31391165498
L08-D,2018,52708.53681846001,-42096.52759835498
L08-D,2019,57163.51670751,4454.979889049995
L08-D,2020,41841.212850395,-15322.303857115003
L08-D,2021,39249.878000000004,-2591.3348503949965
L08-G,2003,42809.75141019501,
L08-G,2004,40093.585805815,-2716.1656043800103
L08-G,2005,36028.82424984001,-4064.76155597499
L08-G,2006,16013.581217294999,-20015.243032545008
L08-G,2007,35112.58204625,19099.000828955
L08-G,2008,39907.650707575,4795.068661325
L08-G,2009,33077.764942069996,-6829.8857655050015
L08-G,2010,28864.909143820005,-4212.8557982499915
L08-G,2011,23150.3587193332,-5714.550424486806
L08-G,2012,21584.131609014992,-1566.2271103182065
L08-G,2013,29602.113283439998,8017.981674425006
L08-G,2014,26648.246846855003,-2953.8664365849945
L08-G,2015,19291.38673242,-7356.860114435003
L08-H,2003,31204.568200294998,
L08-H,2004,28435.118839265004,-2769.449361029994
L08-H,2005,20705.790391545004,-7729.3284477199995
L08-H,2006,21436.302150405005,730.5117588600006
L08-H,2007,18410.997924935,-3025.304225470005
L08-H,2008,6376.420003605,-12034.577921330001
L08-H,2009,17090.975401030002,10714.555397425003
L08-H,2010,18142.344831715,1051.3694306849975
L08-H,2011,16034.789977444649,-2107.554854270351
L08-H,2012,13370.511728179998,-2664.278249264651
L08-H,2013,10218.608208475,-3151.903519704998
L08-H,2014,10257.450178775,38.84197029999996
L08-H,2015,9874.34830229,-383.1018764849996
L08-P,2003,175527.07898836004,
L08-P,2004,190272.542664495,14745.463676134968
L08-P,2005,130400.78803882998,-59871.754625665024
L08-P,2006,111933.53255186,-18467.25548696998
L08-P,2007,76545.032212785,-35388.500339075006
L08-P,2008,66380.255261845,-10164.776950939995
